ID	Adresse	Geogr. Br.	Geogr. Lg.	PLZ
23254	Ahrensburger Straße o.Nr. an der Ecke Eichtalstraße	53.577618	10.08902	22041
23293	Hellbrookstraße o.Nr.	53.591235	10.037086	22305
23308	Hamburger Straße o.Nr.	53.574481	10.037311	22081
23348	St. Jürgenstraße 5	53.631205	10.1249	22159
23348	St. Jürgenstraße 7	53.631205	10.1249	22159
23349	St. Jürgenstraße 11	53.631624	10.124815	22159
23349	St. Jürgenstraße 9	53.631624	10.124815	22159
23350	St. Jürgenstraße 13	53.632032	10.124723	22159
23350	St. Jürgenstraße 15	53.632032	10.124723	22159
23351	St. Jürgenstraße 17	53.632445	10.124659	22159
23351	St. Jürgenstraße 19	53.632445	10.124659	22159
23352	St. Jürgenstraße 2	53.630028	10.12576	22159
23352	St. Jürgenstraße 4	53.630028	10.12576	22159
23353	St. Jürgenstraße 6	53.63033	10.125695	22159
23353	St. Jürgenstraße 8	53.63033	10.125695	22159
23354	St. Jürgenstraße 10	53.630824	10.125582	22159
23354	St. Jürgenstraße 12	53.630824	10.125582	22159
23355	St. Jürgenstraße 14	53.631074	10.125514	22159
23355	St. Jürgenstraße 16	53.631074	10.125514	22159
23356	St. Jürgenstraße 18	53.631468	10.12543	22159
23356	St. Jürgenstraße 20	53.631468	10.12543	22159
23357	St. Jürgenstraße 22	53.631822	10.125361	22159
23357	St. Jürgenstraße 24	53.631822	10.125361	22159
23488	Hellbrookstraße o.Nr.	53.589735	10.036723	22305
23962	Wellingsbütteler Landstraße 230u	53.635448	10.054024	22337
24244	Hufnerstraße o.Nr. Ecke Wiesendamm	53.586855	10.041576	22305
24346		53.49433	9.9256	21079
24550	Schloßstraße o.Nr.	53.572084	10.068782	22041
24552	Ahrensburger Straße o.Nr. auf der Höhe von Nr. 57	53.578969	10.095803	22041
24554	Ahrensburger Straße o.Nr. auf der Höhe von Nr. 39	53.578426	10.09405	22041
24625	St. Jürgenstraße 1	53.630733	10.124996	22159
24625	St. Jürgenstraße 3	53.630733	10.124996	22159
24983	St. Jürgenstraße 26	53.632142	10.125303	22159
24983	St. Jürgenstraße 28	53.632142	10.125303	22159
24984	St. Jürgenstraße 30	53.632487	10.12521	22159
24984	St. Jürgenstraße 32	53.632487	10.12521	22159
24985	St. Jürgenstraße 34	53.632785	10.125171	22159
24985	St. Jürgenstraße 36	53.632785	10.125171	22159
24986	St. Jürgenstraße 38	53.63326	10.125065	22159
25179	Bergedorfer Straße o.Nr.	53.486607	10.207246	21029
26371	Kaistraße o.Nr.	53.545033	9.932228	22767
26507	Rahlstedter Straße o.Nr. bei Nr. 110	53.59989	10.156369	22143
26510	Oldenfelder Straße o.Nr.	53.612776	10.156739	22143
26787	Bremer Straße o.Nr.	53.440344	9.955884	21077
26800	Friedhofstraße o.Nr.	53.448196	9.955872	21077
27138	Diekkamp 43	53.642094	10.152076	22359
27232	Wentorfer Straße 27	53.487601	10.219854	21029
27441	Saseler Straße 7a	53.622456	10.164096	22145
27441	Saseler Straße 7b	53.622456	10.164096	22145
27441	Saseler Straße 7c	53.622456	10.164096	22145
27442	Meiendorfer Straße o.Nr.	53.638041	10.19295	22145
27445	Ringstraße o.Nr. am Waldrand nördlich von Nr. 217	53.637711	10.175283	22359
27449	Rahlstedter Straße o.Nr. neben Nr. 110	53.59989	10.156369	22143
27467	1. Hafenstraße 14	53.472767	9.972873	21079
27525	Bremer Straße 15a	53.457678	9.98074	21073
27535	Bremer Straße o.Nr. vor Nr. 9, Ecke Maretstr.	53.458133	9.981411	21073
27747		53.491565	10.221791	21029
27831	Schwarzenbergstraße o.Nr.	53.46589	9.96872	21073
27834	Schwarzenbergstraße o.Nr.	53.466342	9.969979	21073
27836	Schwarzenbergstraße o.Nr.	53.465069	9.972651	21073
27837	Schwarzenbergstraße o.Nr.	53.464066	9.974091	21073
27840	Schwarzenbergstraße o.Nr.	53.465265	9.968368	21075
27843		53.463532	9.979849	21073
27874	Bremer Straße o.Nr.	53.455722	9.980188	21073
27874	Brunsstraße o.Nr.	53.455722	9.980188	21073
27874	Harmsstraße o.Nr.	53.455722	9.980188	21073
27875	Bremer Straße o.Nr.	53.456007	9.979972	21073
27876	Bremer Straße o.Nr.	53.4555	9.980498	21073
27906	Schwarzenbergstraße o.Nr.	53.465251	9.971381	21073
27907	Schwarzenbergstraße o.Nr.	53.463535	9.97618	21073
27971	Lamprechtstraße 6	53.489398	10.219821	21029
28131	Borgfelder Straße o.Nr.	53.553422	10.02631	20537
28141	Baererstraße 14a	53.453754	9.985239	21073
28591	Parkstraße 61a	53.550876	9.875814	22605
28594	Eulenkrugstraße o.Nr.	53.647912	10.16656	22359
28674	Fuhlsbüttler Straße o.Nr.	53.587144	10.046308	22305
28675	Fuhlsbüttler Straße o.Nr.	53.58725	10.044827	22305
28680	Luisenstraße o.Nr. Südende der Luisenstraße bei Nr. 19	53.562742	10.082612	22043
28686	Langenfelder Straße o.Nr.	53.568956	9.945514	22769
29051	Marktstraße 5	53.557982	9.974179	20357
29239	Hoher Weg 1a	53.558459	9.811045	22587
29241	Bernadottestraße o.Nr.	53.549776	9.91268	22763
29245	Klopstockstraße o.Nr.	53.546973	9.932873	22765
29262	Heideweg 15a	53.570391	10.024115	22085
29292	Klosterwall 2	53.549268	10.005479	20095
29541	Oberstraße o.Nr.	53.577307	9.991184	20149
29637	Jenfelder Straße o.Nr.	53.578074	10.110091	22045
29703	Alte Dorfstraße o.Nr. gegenüber von Nr. 29	53.69594	10.143313	22397
29740	Altengammer Hauptdeich 98	53.435506	10.299899	21039
29831	Neuländer Straße o.Nr.	53.465964	9.992346	21079
29853		53.438932	9.941909	21077
29938	Rathaus	53.550129	9.991819	20457
29941	Strecke der U-Bahnlinie U3 Mönkedamm / Rödingsmarkt	53.548324	9.98806	20457
29949	Strecke der U-Bahnlinie U3 Baumwall / Landungsbrücken	53.545567	9.977264	20459
29963	Annenstraße / Hein-Hoyer-Straße	53.553737	9.963492	20359
29964	Annenstraße / Clemens-Schultz- Straße / Detlev-Bremer-Straße	53.552756	9.96424	20359
29966	Beckstraße / Neuer Pferdemarkt	53.55876	9.965598	20357
29970	Deichstraße / Willy-Brandt-Straße / Steintwiete	53.546846	9.987552	20459
29972	ABC-Straße / Neue ABC-Straße	53.554483	9.986576	20354
29994	Bleicherstraße / Paul-Roosen-Straße	53.553201	9.959695	22767
29995	Bleicherstraße / Otzenstraße	53.555079	9.961713	22767
29999	Paulinenstraße / Budapester Straße	53.554739	9.964049	20359
30005	Kaiser-Wilhelm-Straße / Kornträgergang / Neustädter Straße	53.553427	9.982774	20355
30011	Martin-Luther-Straße / Thielickestieg / Wincklerstraße	53.547406	9.979634	20459
30021	Davidstraße / Reeperbahn	53.549034	9.96225	20359
30022	Davidstraße / Hopfenstraße	53.548219	9.963728	20359
30024	Feldstraße 44, 45	53.55736	9.971784	20357
30043	Langenfelder Straße / Oelkers Allee	53.563388	9.95598	22769
30045	Gerichtstraße / Vereinsweg / Haubachstraße	53.558869	9.940613	22765
30049	Gerichtstraße / Goetheallee / Haubachstraße / Löfflerstraße	53.556941	9.939102	22765
30052	Friedrichstraße / Hans-Albers-Platz	53.54876	9.96132	20359
30065	Kampstraße 6-12, 16-22	53.560955	9.966262	20357
30070	Lagerstraße / Schanzenstraße / Sternstraße	53.562057	9.966986	20357
30078	Schanzenstraße / Schulterblatt	53.559752	9.96409	20357
30085	Talstraße 11-21, 25, 29	53.550503	9.959285	20359
30147	Eimsbütteler Straße / Langenfelder Straße / Paulinenallee	53.568381	9.949476	22769
30224	Zeißstraße / Abbestraße / Nernstweg	53.555271	9.930868	22765
30227	Bahrenfelder Straße / Barner Straße / Zeißstraße	53.555451	9.928086	22765
30229	Bahrenfelder Straße / Bergiusstraße / Friedensallee	53.554244	9.927816	22765
30244	Juliusstraße / Stresemannstraße	53.560899	9.958442	22769
30246	Schillerstraße / Schmarjestraße	53.54885	9.937488	22767
30248	Antonistraße / Hamburger Hochstraße / Hein-Köllisch-Platz / Lange Straße	53.54756	9.956837	20359
30253	Lange Straße 18-22, 19, 23	53.546914	9.954838	20359
30259	Lornsenstraße / Lornsenplatz / Schomburgstraße	53.553553	9.942506	22767
30273	Eimsbütteler Straße / Glücksburger Straße / Langenfelder Straße / Ophagen / Stenvort	53.568947	9.948107	22769
30274	Övelgönner Straße / Stenvort	53.569049	9.946454	20257
30277	Gerichtstraße / Julius-Leber-Straße	53.555799	9.934825	22765
30284	Mottenburger Straße / Nöltingstraße / Ottenser Hauptstraße / Rothestraße	53.551717	9.927953	22765
30288	Arnoldstraße / Bernadottestraße / Fischers Allee / Große Brunnenstraße	53.548917	9.923832	22763
30289	Eulenstraße / Fischers Allee / Holstentwiete	53.551617	9.922432	22763
30291	Eulenstraße / Rothestraße / Große Brunnenstraße / Keplerstraße	53.55009	9.926305	22765
30292	Eulenstraße / Große Brunnenstraße / Keplerstraße	53.550486	9.924425	22763
30301	Behnstraße / Königstraße	53.547325	9.941674	22767
30303	Bernadottestraße / Hohenzollernring	53.548355	9.918141	22763
30304	Bernadottestraße / Fischers Allee	53.54785	9.922677	22763
30314	Boninstraße / Holländische Reihe / Prahlstraße	53.548202	9.927069	22765
30340	Eulenstraße / Mottenburger Straße / Mottenburger Twiete	53.550785	9.928477	22765
30341	Bahrenfelder Straße / Klausstraße / Mottenburger Twiete	53.5507	9.930092	22765
30342	Bahrenfelder Straße / Ottenser Hauptstraße / Große Rainstraße	53.552231	9.930175	22765
30352	Eulenstraße / Kleine Brunnenstraße	53.550584	9.926664	22765
30358	Daimlerstraße / Friedensallee	53.556223	9.922161	22765
30387	Holstenstraße / Suttnerstraße	53.56056	9.948686	22765
30397	Bernadottestraße / Tönsfeldtstraße	53.548712	9.918672	22763
30454	Parkstraße 25, 28- 34	53.553624	9.88102	22605
30455	Parkstraße 40, 42	53.552323	9.881348	22605
30456	Parkstraße 35, 36	53.552914	9.880948	22605
30529	Beselerstraße / Beselerplatz / Bellmannstraße / Dürerstraße	53.560805	9.886409	22607
30548	Eichenstraße / Heußweg / Lastropsweg / Lutterothstraße / Ottersbekallee	53.578951	9.955397	20255
30579	Mittelweg 063/ 069	53.579097	9.993312	20149
30583	Bundesstraße / Gustav-Falke-Straße / Heymannstraße / Schlankreye	53.573658	9.971536	20144
30590	Vereinsstraße / Margaretenstraße /  Amandastraße	53.565812	9.962188	20357
30595	Bogenstraße / Hohe Weide / Kaiser-Friedrich-Ufer	53.576363	9.97312	20253
30603	Moorweidenstraße / Heimhuder Straße / Tesdorpfstraße	53.564445	9.993085	20148
30616	Isestraße / Hochallee / Jungfrauenthal	53.582166	9.98412	20149
30617	Moorweidenstraße / Heimhuder Straße	53.563689	9.991737	20148
30623	Heiderstraße 6-8, 7-11	53.582716	9.97253	20251
30643	Bismarckstraße / Eppendorfer Weg / Kottwitzstraße	53.578587	9.969211	20253
30668	Elbgaustraße / Heimstättenstraße / Redingskamp	53.604727	9.893262	22523
30672	Hallerstraße / Parkallee	53.572845	9.983636	20144
30684		53.582405	9.989147	20149
30742	Erikastraße / Nissenstraße / Siemssenstraße / Tarpenbekstraße	53.597204	9.985544	20251
30768	Ulmenstraße / Buchenstraße / Grasweg / Ohlsdorfer Straße	53.594547	10.00299	22299
30769	Hudtwalckerstraße / Winterhuder Marktplatz	53.593962	9.99832	22299
30775	Bahnstreckenabschnitt Mundsburg bis Uhlandstraße (mit Bahnhof und Bahnbrücken)	53.566892	10.026473	22087
30797	Barmbeker Straße /  Dorotheenstraße / Eppendorfer Stieg / Flemingstraße	53.592417	10.000717	22299
30809	Stadtpark	53.594798	10.017985	22303
30834	Agnesstraße / Mövenstraße	53.582547	9.998269	22301
30850	Dorotheenstraße / Sierichstraße	53.580005	10.009263	22301
30851	Dorotheenstraße / Poelchaukamp	53.581694	10.008486	22301
30853	Dorotheenstraße / Flemingstraße / Sierichstraße	53.59155	10.000673	22299
30878	Kanalstraße 25, 27	53.572743	10.01826	22085
30939	Schwalbenstraße / Suhrsweg	53.59203	10.045868	22305
30959	Fuhlsbütteler Straße / Nikodemuskirche	53.614367	10.036128	22337
30969	Farnstraße 23, 25	53.631734	10.021813	22335
30970	Farnstraße 43, 45, 49	53.63287	10.020524	22335
30994	Holzmühlenstraße / Walddörferstraße	53.579586	10.081826	22047
31216	Meyerstraße 1, 3	53.464111	9.96476	21075
31217	Meyerstraße 10, 12, 15, 17	53.464076	9.963429	21075
31225	Fährstraße / Otterhaken	53.516694	9.984144	21107
31260	Ohlestraße 48, 50, 52a, 52b, 52c	53.603774	9.868564	22547
38881	Harkortstraße o.Nr.	53.559471	9.939067	22765
38903	Övelgönne 26 Hinterhaus (östlich Nr. 27a)	53.544886	9.909692	22605
38917	Altstädter Straße o.Nr.	53.548835	10.001576	20095
38917	Burchardstraße o.Nr.	53.548835	10.001576	20095
38917	Niedernstraße o.Nr.	53.548835	10.001576	20095
39060	Rungestraße  o.Nr.	53.603233	10.047306	22307
39106	Marseiller Straße o.Nr. im Alten Botanischen Garten	53.559697	9.985536	20355
39107	Marseiller Straße o.Nr. im Alten Botanischen Garten	53.560076	9.985401	20355
39122	Museumstraße o.Nr. in der Parkanlage, gegenüber dem Altonaer Museum	53.548688	9.935129	22765
39186	Australiastraße o.Nr.	53.527486	9.999029	20457
39272	Meiendorfer Straße o.Nr.	53.63806	10.192882	22145
43213	Stresemannstraße 109, 111, 113, 115	53.561253	9.956105	22769
43268		53.570766	9.996915	20148
43450	Hebebrandstraße 8	53.607735	10.037517	22297
43518	Moorweiden	53.562511	9.991632	20148
43521		53.571368	9.999144	20148
43644	Öjendorfer Weg 30	53.542236	10.110294	22119
43646	Öjendorfer Weg 10	53.539891	10.107507	22111
43647	Öjendorfer Weg 10	53.54018	10.107803	22111
43835	Övelgönne 25	53.545184	9.91012	22605
43897		53.601022	10.000259	22299
44064		53.652122	10.086456	22391
44134	Süderstraßenbrücke o.Nr.	53.546433	10.03113	20097
44190	Inselstraße  o.Nr.	53.604702	9.99253	22297
44191	Rathenaustraße  o.Nr.	53.609174	10.00309	22297
44192	Brabandstraße  o.Nr.	53.614215	10.013779	22297
44261	Holstenkamp 111u	53.572389	9.908902	22525
44727	Königstraße  o.Nr.	53.549997	9.950088	22767
44728	Königstraße o.Nr. o. Nr.	53.548898	9.945869	22767
44734		53.470926	9.85769	21149
44893	Kaiser-Wilhelm-Straße o.Nr. o. Nr.	53.553655	9.982648	20355
45100	Poststraße  o.Nr. neben 37	53.554002	9.988374	20354
