ID	Adresse	Geogr. Br.	Geogr. Lg.
28680	Luisenstraße o.Nr. Südende der Luisenstraße bei Nr. 19	53.562742	10.082612
28686	Langenfelder Straße o.Nr.	53.568956	9.945514
29051	Marktstraße 5	53.557982	9.974179
29239	Hoher Weg 1a	53.558459	9.811045
29241	Bernadottestraße o.Nr.	53.549776	9.91268
29245	Klopstockstraße o.Nr.	53.546973	9.932873
29262	Heideweg 15a	53.570391	10.024115
29292	Klosterwall 2	53.549268	10.005479
29541	Oberstraße o.Nr.	53.577307	9.991184
29637	Jenfelder Straße o.Nr.	53.578074	10.110091
29703	Alte Dorfstraße o.Nr. gegenüber von Nr. 29	53.69594	10.143313
29740	Altengammer Hauptdeich 98	53.435506	10.299899
29831	Neuländer Straße o.Nr.	53.465964	9.992346
29853		53.438932	9.941909
29938	Rathaus	53.550129	9.991819
29941	Strecke der U-Bahnlinie U3 Mönkedamm / Rödingsmarkt	53.548324	9.98806
29949	Strecke der U-Bahnlinie U3 Baumwall / Landungsbrücken	53.545567	9.977264
29963	Annenstraße / Hein-Hoyer-Straße	53.553737	9.963492
29964	Annenstraße / Clemens-Schultz- Straße / Detlev-Bremer-Straße	53.552756	9.96424
29966	Beckstraße / Neuer Pferdemarkt	53.55876	9.965598
29970	Deichstraße / Willy-Brandt-Straße / Steintwiete	53.546846	9.987552
29972	ABC-Straße / Neue ABC-Straße	53.554483	9.986576
29994	Bleicherstraße / Paul-Roosen-Straße	53.553201	9.959695
29995	Bleicherstraße / Otzenstraße	53.555079	9.961713
29999	Paulinenstraße / Budapester Straße	53.554739	9.964049
30005	Kaiser-Wilhelm-Straße / Kornträgergang / Neustädter Straße	53.553427	9.982774
30011	Martin-Luther-Straße / Thielickestieg / Wincklerstraße	53.547406	9.979634
30021	Davidstraße / Reeperbahn	53.549034	9.96225
30022	Davidstraße / Hopfenstraße	53.548219	9.963728
30024	Feldstraße 44, 45	53.55736	9.971784
30043	Langenfelder Straße / Oelkers Allee	53.563388	9.95598
30045	Gerichtstraße / Vereinsweg / Haubachstraße	53.558869	9.940613
30049	Gerichtstraße / Goetheallee / Haubachstraße / Löfflerstraße	53.556941	9.939102
30052	Friedrichstraße / Hans-Albers-Platz	53.54876	9.96132
30065	Kampstraße 6-12, 16-22	53.560955	9.966262
30070	Lagerstraße / Schanzenstraße / Sternstraße	53.562057	9.966986
30078	Schanzenstraße / Schulterblatt	53.559752	9.96409
30085	Talstraße 11-21, 25, 29	53.550503	9.959285
30147	Eimsbütteler Straße / Langenfelder Straße / Paulinenallee	53.568381	9.949476
30224	Zeißstraße / Abbestraße / Nernstweg	53.555271	9.930868
30227	Bahrenfelder Straße / Barner Straße / Zeißstraße	53.555451	9.928086
30229	Bahrenfelder Straße / Bergiusstraße / Friedensallee	53.554244	9.927816
30244	Juliusstraße / Stresemannstraße	53.560899	9.958442
30246	Schillerstraße / Schmarjestraße	53.54885	9.937488
30248	Antonistraße / Hamburger Hochstraße / Hein-Köllisch-Platz / Lange Straße	53.54756	9.956837
30253	Lange Straße 18-22, 19, 23	53.546914	9.954838
30259	Lornsenstraße / Lornsenplatz / Schomburgstraße	53.553553	9.942506
30273	Eimsbütteler Straße / Glücksburger Straße / Langenfelder Straße / Ophagen / Stenvort	53.568947	9.948107
30274	Övelgönner Straße / Stenvort	53.569049	9.946454
30277	Gerichtstraße / Julius-Leber-Straße	53.555799	9.934825
30284	Mottenburger Straße / Nöltingstraße / Ottenser Hauptstraße / Rothestraße	53.551717	9.927953
30288	Arnoldstraße / Bernadottestraße / Fischers Allee / Große Brunnenstraße	53.548917	9.923832
30289	Eulenstraße / Fischers Allee / Holstentwiete	53.551617	9.922432
30291	Eulenstraße / Rothestraße / Große Brunnenstraße / Keplerstraße	53.55009	9.926305
30292	Eulenstraße / Große Brunnenstraße / Keplerstraße	53.550486	9.924425
30301	Behnstraße / Königstraße	53.547325	9.941674
30303	Bernadottestraße / Hohenzollernring	53.548355	9.918141
30304	Bernadottestraße / Fischers Allee	53.54785	9.922677
30314	Boninstraße / Holländische Reihe / Prahlstraße	53.548202	9.927069
30340	Eulenstraße / Mottenburger Straße / Mottenburger Twiete	53.550785	9.928477
30341	Bahrenfelder Straße / Klausstraße / Mottenburger Twiete	53.5507	9.930092
30342	Bahrenfelder Straße / Ottenser Hauptstraße / Große Rainstraße	53.552231	9.930175
30352	Eulenstraße / Kleine Brunnenstraße	53.550584	9.926664
30358	Daimlerstraße / Friedensallee	53.556223	9.922161
30387	Holstenstraße / Suttnerstraße	53.56056	9.948686
30397	Bernadottestraße / Tönsfeldtstraße	53.548712	9.918672
30454	Parkstraße 25, 28- 34	53.553624	9.88102
30455	Parkstraße 40, 42	53.552323	9.881348
30456	Parkstraße 35, 36	53.552914	9.880948
30529	Beselerstraße / Beselerplatz / Bellmannstraße / Dürerstraße	53.560805	9.886409
30548	Eichenstraße / Heußweg / Lastropsweg / Lutterothstraße / Ottersbekallee	53.578951	9.955397
30579	Mittelweg 063/ 069	53.579097	9.993312
30583	Bundesstraße / Gustav-Falke-Straße / Heymannstraße / Schlankreye	53.573658	9.971536
30590	Vereinsstraße / Margaretenstraße /  Amandastraße	53.565812	9.962188
30595	Bogenstraße / Hohe Weide / Kaiser-Friedrich-Ufer	53.576363	9.97312
30603	Moorweidenstraße / Heimhuder Straße / Tesdorpfstraße	53.564445	9.993085
30616	Isestraße / Hochallee / Jungfrauenthal	53.582166	9.98412
30617	Moorweidenstraße / Heimhuder Straße	53.563689	9.991737
30623	Heiderstraße 6-8, 7-11	53.582716	9.97253
30643	Bismarckstraße / Eppendorfer Weg / Kottwitzstraße	53.578587	9.969211
30668	Elbgaustraße / Heimstättenstraße / Redingskamp	53.604727	9.893262
30672	Hallerstraße / Parkallee	53.572845	9.983636
30684		53.582405	9.989147
30742	Erikastraße / Nissenstraße / Siemssenstraße / Tarpenbekstraße	53.597204	9.985544
30768	Ulmenstraße / Buchenstraße / Grasweg / Ohlsdorfer Straße	53.594547	10.00299
30769	Hudtwalckerstraße / Winterhuder Marktplatz	53.593962	9.99832
30775	Bahnstreckenabschnitt Mundsburg bis Uhlandstraße (mit Bahnhof und Bahnbrücken)	53.566892	10.026473
30797	Barmbeker Straße /  Dorotheenstraße / Eppendorfer Stieg / Flemingstraße	53.592417	10.000717
30809	Stadtpark	53.594798	10.017985
30834	Agnesstraße / Mövenstraße	53.582547	9.998269
30850	Dorotheenstraße / Sierichstraße	53.580005	10.009263
30851	Dorotheenstraße / Poelchaukamp	53.581694	10.008486
30853	Dorotheenstraße / Flemingstraße / Sierichstraße	53.59155	10.000673
30878	Kanalstraße 25, 27	53.572743	10.01826
30939	Schwalbenstraße / Suhrsweg	53.59203	10.045868
30959	Fuhlsbütteler Straße / Nikodemuskirche	53.614367	10.036128
30969	Farnstraße 23, 25	53.631734	10.021813
30970	Farnstraße 43, 45, 49	53.63287	10.020524
30994	Holzmühlenstraße / Walddörferstraße	53.579586	10.081826
31216	Meyerstraße 1, 3	53.464111	9.96476
31217	Meyerstraße 10, 12, 15, 17	53.464076	9.963429
31225	Fährstraße / Otterhaken	53.516694	9.984144
31260	Ohlestraße 48, 50, 52a, 52b, 52c	53.603774	9.868564
38881	Harkortstraße o.Nr.	53.559471	9.939067
38903	Övelgönne 26 Hinterhaus (östlich Nr. 27a)	53.544886	9.909692
38917	Altstädter Straße o.Nr.	53.548835	10.001576
38917	Burchardstraße o.Nr.	53.548835	10.001576
38917	Niedernstraße o.Nr.	53.548835	10.001576
39060	Rungestraße  o.Nr.	53.603233	10.047306
39106	Marseiller Straße o.Nr. im Alten Botanischen Garten	53.559697	9.985536
39107	Marseiller Straße o.Nr. im Alten Botanischen Garten	53.560076	9.985401
39122	Museumstraße o.Nr. in der Parkanlage, gegenüber dem Altonaer Museum	53.548688	9.935129
39186	Australiastraße o.Nr.	53.527486	9.999029
39272	Meiendorfer Straße o.Nr.	53.63806	10.192882
43213	Stresemannstraße 109, 111, 113, 115	53.561253	9.956105
43268		53.570766	9.996915
43450	Hebebrandstraße 8	53.607735	10.037517
43518	Moorweiden	53.562511	9.991632
43521		53.571368	9.999144
43644	Öjendorfer Weg 30	53.542236	10.110294
43646	Öjendorfer Weg 10	53.539891	10.107507
43647	Öjendorfer Weg 10	53.54018	10.107803
43835	Övelgönne 25	53.545184	9.91012
43897		53.601022	10.000259
44064		53.652122	10.086456
44134	Süderstraßenbrücke o.Nr.	53.546433	10.03113
44190	Inselstraße  o.Nr.	53.604702	9.99253
44191	Rathenaustraße  o.Nr.	53.609174	10.00309
44192	Brabandstraße  o.Nr.	53.614215	10.013779
44261	Holstenkamp 111u	53.572389	9.908902
44727	Königstraße  o.Nr.	53.549997	9.950088
44728	Königstraße o.Nr. o. Nr.	53.548898	9.945869
44734		53.470926	9.85769
44893	Kaiser-Wilhelm-Straße o.Nr. o. Nr.	53.553655	9.982648
45100	Poststraße  o.Nr. neben 37	53.554002	9.988374
