ID	Commonscat
14419	Lüttge-Garten (Hamburg)
20083	Lokstedter Steindamm 33, 35
20089	Wasserturm Lokstedt
17324	Schule Glückstädter Weg
15301	Luruper Hauptstraße 132
24698	Husarendenkmal (Hamburg-Marienthal)
24699	Meldereiter (Hamburg-Marienthal)
24680	Grenzsteine Hammer Straße
23332	Grenzsteine Hammer Straße
31010	Grenzsteine Hammer Straße
23336	Grenzsteine Hammer Straße
27482	Grenzsteine Hammer Straße
29651	Grenzsteine Hammer Straße
28197	Memorial to the 1814 burning of Appelbüttel and Marmstorf by the French
28207	Kriegerdenkmal Marmstorf
23058	Friedhof Moorburg
24338	St. Maria-Magdalena, Hamburg
27702	St. Nikolai-Kirche (Hamburg-Moorfleet)
29803	Sandwisch 25
29752	Neuengammer Hausdeich 249
28455	Cornelius-Kirche (Hamburg-Neugraben-Fischbek)
28048	Fünfhausener Hauptdeich 1
28050	Fünfhausener Hauptdeich 2
28047	Neuländer Elbdeich 256
29171	Alsterhaus
29958	Stadthaus (Hamburg)
38948	Bleichenbrücke
29951	Colonnaden
12937	Lichtplastik (Walter Dexel)
39173	Gefallenendenkmal am Dammtor
29177	Haus Goldener Schwan (Hamburg)
12576	Hamburgische Staatsoper
29978	Oberpostdirektion Hamburg
29976	Verwaltungsgebäude Dammtorwall
29977	Emporio (Hamburg)
11996	Flügelstern (Karl Hartung, 1964)
29979	Ehemalige Generalzolldirektion (Hamburg)
29178	Ehemalige Behörde für das Versicherungswesen (Hamburg)
29179	Laeiszhalle
13847	Verwaltungsgebäude Drehbahn
12712	Polizeigefängnis Hütten
12655	Burmah-Haus
12656	 Finnlandhaus
29982	Gänsemarkt
12662	Girardethaus
12663	Lessinghaus (Hamburg)
12666	Lessing-Denkmal (Hamburg)
29185	Adlerhof (Hamburg)
14785	Teehaus Große Wallanlagen
29188	Hamburger Hof, Hamburg
29210	Alte Post (Hamburg)
29172	Broschekhaus
29983	Untersuchungsgefängnis Holstenglacis
29190	Brahms Kontor
12623	Kaiser-Wilhelm-Denkmal (Hamburg)
12702	Kinderbewahranstalt (Hamburg, Neustadt)
12703	Handwerkskammer Hamburg (building)
12704	Schule Enckeplatz
12705	Schule Peterstraße (Hamburg)
12706	Heinesches Wohnstift
12024	Kugel-Denkmal (Hamburg)
12711	Repsold-Denkmal
11903	Polizeigefängnis Hütten
12774	Heine-Haus, Jungfernstieg (Hamburg)
29191	Bucerius Law School Hamburg
12127	Hotel Vier Jahreszeiten, Hamburg
12839	Amsinck-Palais
12938	Windsbraut (Hamburg)
12377	Bürgermeisterhaus (Hamburg)
12148	Görtz-Palais
12841	Carl Friedrich Petersen Statue (Hamburg)
29211	Australhaus
39128	Körnerhaus
14753	Bleichenfleet
30014	Justizforum (Hamburg)
12620	Ziviljustizgebäude
12621	Hanseatisches Oberlandesgericht (Hamburg)
12622	Strafjustizgebäude (Hamburg)
12710	Sievekingplatz
13098	Brunnenskulpturen Sievekingplatz
12304	St. Thomas a Becket Church (Hamburg)
12305	Anna-Siemsen-Schule (Hamburg)
29974	Siedlung Böhmkenstraße - Hohler Weg - Jacobstraße - Rothesoodstraße - Venusberg
29300	Finnische Seemannskirche in Hamburg
13850	Gemeindehaus St. Michaelis
12787	Kersten-Miles-Brücke
11987	Kontorhaus Stubbenhuk
13135	Leuchtturm Neuwerk
30630	Niendorfer Marktkirche
19391	Alter Niendorfer Friedhof
19871	St.-Ansgar-Kirche (Hamburg-Niendorf)
30439	Raphael-Schule (Hamburg)
29454	Schule Schulkamp
17036	Sieberlingstraße 7
31127	St. Pankratius (Ochsenwerder)
27638	Kriegerdenkmal 1914-18 Ochsenwerder
27639	Kriegerdenkmal 1939-45 Ochsenwerder
29792	Kriegerdenkmal 1870/71 Ochsenwerder
27654	Friedhof Ochsenwerder
27650	Gedenkstein für den Anschluss an Hamburg (Ochsenwerder)
27641	Graumanntwiete 5
27649	Ochsenwerder Elbdeich 251
27647	Denkmal für die 700-Jahr-Feier von Ochsenwerder
27640	Ochsenwerder Norderdeich 210
23433	JVA Fuhlsbüttel
30971	St. Marien (Hamburg-Ohlsdorf)
23671	St. Marien (Hamburg-Ohlsdorf)
23424	Fuhlsbüttler Straße 652 (Hamburg-Ohlsdorf)
23423	Nikodemuskirche (Hamburg-Ohlsdorf)
23426	Nikodemuskirche (Hamburg-Ohlsdorf)
23427	Nikodemuskirche (Hamburg-Ohlsdorf)
29622	Verwaltungsgebäude Friedhof Ohlsdorf
30955	Jüdischer Friedhof Ohlsdorf
23672	St. Marien (Hamburg-Ohlsdorf)
30967	Bahnbetriebshof S-Bahn in Hamburg-Ohlsdorf
23214	Maria-Magdalenen-Kirche (Hamburg-Ohlsdorf)
23443	JVA Fuhlsbüttel
23670	JVA Fuhlsbüttel
23887	Haus Stübekamp 75
29415	Schule Goosacker
29414	Schule Wesperloh
30445	Jenischpark
18006	Jenisch-Haus
29430	Kriegerdenkmal Hochrad
29321	Christianeum
29424	Krankenhaus Altona
29419	Schule Trenknerweg
30516	Schule Bahrenfelder Straße
14368	Osterkirche (Hamburg-Ottensen)
30281	Katholische Schule St. Marien (Hamburg)
16061	Rudolf-Steiner-Schule Altona
17799	Schule Bleickenallee 5
16036	Gymnasium Altona
29375	Schule Daimlerstraße (Hamburg)
15886	Katholische Schule St. Marien (Hamburg)
17859	Rudolf-Steiner-Schule Altona
14371	Gaußstraße 51 (Hamburg)
16041	Uhrmacherfachschule (Hamburg-Ottensen)
17879	Churchyard Christianskirche Hamburg-Ottensen
17877	Churchyard Christianskirche Hamburg-Ottensen
29245	Christianskirche (Hamburg-Ottensen)
15383	Churchyard Christianskirche Hamburg-Ottensen
15191	Klopstock grave area Christianskirche Hamburg-Ottensen
29232	Museumstraße 15-19 (Hamburg)
16070	Rainvilleterrasse 4
26896	Alte Landstraße 243 in Hamburg-Poppenbüttel
26902	Simon-Petrus-Kirche (Hamburg-Poppenbüttel)
29680	Gedenkstätte Plattenhaus Poppenbüttel
26900	Kritenbarg 64 in Hamburg-Poppenbüttel
26901	Gedenkstätte Plattenhaus Poppenbüttel
26891	Marienhof (Poppenbüttler Schleuse)
29679	Burgruine Henneberg (Nachbildung)
26889	Ehemaliges Restaurant Randel, Gebäude
39043	Ehemaliges Restaurant Randel, Park
26904	Marktkirche Poppenbüttel
26898	Schule Schulbergredder 13
26906	Denkmal für Ludwig Frahm, Schulbergredder, Hamburg
29681	Schule Schulbergredder 21
27298	Kriegerdenkmal Altrahlstedt
27423	Grave of Detlev von Liliencron
31104	Herrenhaus am Pulverhof
26381	Pulverhofpark
27439	Schule Deepenhorn
29736	Kriegerdenkmal Meiendorf
26510	Kriegerdenkmal Oldenfelde
29739	Dietrich-Bonhoeffer-Kirche Oldenfelde (Hamburg-Rahlstedt)
31106	Trinitatiskirche Hohenhorst (Hamburg-Rahlstedt)
29728	Martinskirche (Hamburg-Rahlstedt)
31119	Dankeskirche (Hamburg-Rahlstedt)
29730	Kirche Sankt Mariä Himmelfahrt Oldenfelde
26504	Kriegerdenkmal Oldenfelde
31105	Kirche Alt-Rahlstedt (Hamburg-Rahlstedt)
26505	Kriegerdenkmal 1870-71 Altrahlstedt
27420	Kirche Alt-Rahlstedt (Hamburg-Rahlstedt)
26506	Liliencrondenkmal (Hamburg-Rahlstedt)
26507	Kriegerdenkmal Rahlstedter Straße
27449	Kriegerdenkmal Rahlstedter Straße
26508	Kriegerdenkmal Neurahlstedt
30480	Schule Iserbarg
30443	Mechelnbusch
16966	Johanneskirche (Hamburg-Rissen)
30442	Johanneskirche (Hamburg-Rissen)
16963	Schule Wedeler Landstraße
29450	Freiluftschule Wittenbergen
30138	St.-Erichskirche (Hamburg-Rothenburgsort)
30137	Brandshof
14051	Schule Bullenhuser Damm
30194	Kaltehofe
14431	Villa Kaltehofe
14429	Autobahnbrücke Moorfleet
29326	Institut für Hygiene und Umwelt (Hamburg-Rothenburgsort)
14057	Hochbunker Marckmannstraße 195
14053	St.-Erichskirche (Hamburg-Rothenburgsort)
29324	Sankt-Thomas-Kirche (Hamburg-Rothenburgsort)
19295	Hochbunker Allende-Platz
30559	Alte Rabenstraße 1
30551	Schule Bundesstraße 58
18275	Schule Bundesstraße 58
19299	Grindelallee 46, 48
19300	Studentenwohnheim Grindelallee
45642	Grindelallee 100
19143	Talmud-Tora-Schule
18177	Bunker Budge-Palais
19119	St. Johannis-Kirche (Hamburg-Harvestehude)
30602	Dammtor-Palais
18651	Dammtor-Palais
19301	Altbau der Staats- und Universitätsbibliothek Hamburg
19516	Rutschbahn (Hamburg)
18934	Rutschbahn (Hamburg)
18936	Rutschbahn (Hamburg)
18937	Rutschbahn (Hamburg)
18699	Rutschbahn (Hamburg)
18938	Rutschbahn (Hamburg)
19530	Auditorium Maximum (Universität Hamburg)
19528	Von-Melle-Park 5
29677	Andreasweg 13 Hof
26872	Mellingburger Schleuse Sasel
26863	Annenhof Saselbergweg
26880	Kriegerdenkmal (Saseler Chaussee, Hamburg)
29676	Vicelinkirche (Hamburg-Sasel)
29537	Schule Frohmestraße
19394	Adventskirche (Hamburg-Schnelsen)
29539	Gut Wendlohe
31201	Kirche Sinstorf
28191	Pastorat Sinstorfer Kirche
28185	Alte Feuerwache Sinstorf
28190	Gefallenen-Denkmal Sinstorf
13619	 Schule Hansaplatz (Hamburg)
29205	Feuerwache Berliner Tor
30094	Hochschule für Angewandte Wissenschaften Hamburg
13865	 Klosterschule (Hamburg)
13746	Kurt-Schumacher-Haus (Hamburg)
13747	Arbeitsagentur Nagelsweg
13521	Ehrenmal der Radiologie
12968	Schulgebäude Norderstraße 163, 165
30090	Hartwig-Hesse-Witwenstift (1952-56)
30212	Planten un Blomen
29986	Alter Elbtunnel, Zugang Steinwerder
29987	Landungsbrücken
12742	Landungsbrücken
12743	Landungsbrücken
12744	Landungsbrücken
12745	Landungsbrücken
12741	Alter Elbtunnel
13719	Navigationsschule Hamburg
29313	Israelitische Töchterschule (Hamburg)
13216	Schule Grabenstraße (Hamburg)
13215	Rumbaumsche Schule
30060	Pestalozzi-Schule (Hamburg)
13238	Schule vor dem Holstentor
13284	Kleine Freiheit 68
13285	Schule Laeiszstraße
13346	Friedenskirche (Hamburg-St. Pauli)
12182	Schule Seilerstraße (Hamburg)
12183	Hamburger Schulmuseum
13537	St.-Pauli-Theater
13538	Davidwache
14314	Gnadenkirche St. Pauli
13472	Vorwerk-Stift
31069	Martin-Luther-King-Kirche (Hamburg-Steilshoop)
13163	Alter Elbtunnel
30039	Norderwerft Hamburg
14523	Leuchtturm Ellerholzhöft
13151	Ellerholzschleuse
14764	Ellerholzweg 1a
31250	Roßkanal
13145	Trockendock Elbe 17
14874	Köhlbrandbrücke
30034	Grevenhofschleuse
29310	Travehafen
19728	Rathaus Stellingen
19887	Kirche Zum Guten Hirten (Hamburg-Langenfelde)
19739	Jüdischer Friedhof Langenfelde (Hamburg-Eimsbüttel)
29572	St. Prokop-Kirche (Hamburg-Stellingen)
30704	Stellinger Kirche
19729	Kriegerdenkmal Sportplatzring
15433	Eifflerstraße 1
16828	Eifflerstraße 3
13301	Schule Ludwigstraße (Hamburg)
12043	Montblanc-Fabrik Schanzenstraße
15608	Gut Marienhöhe
29439	Friedhof Blankenese
16092	St. Michael-Kirche (Hamburg-Sülldorf)
29805	Hofschläger Weg 1
24482	Mausoleum Timm
29638	Mausoleum Kock
29637	Jüdischer Friedhof Jenfelder Straße (Hamburg-Tonndorf)
39182	Kirche Tonndorf (Hamburg)
24479	Schule Tonndorfer Schulstraße
20958	St.-Gertrud-Kirche (Hamburg-Uhlenhorst)
30775	U-Bahnhof Mundsburg
29590	Finkenau 42
20969	Hofwegbrücke
30881	Hochschule für bildende Künste Hamburg
21693	U-Bahnhof Mundsburg
29614	Imam-Ali-Moschee (Hamburg)
29268	Kleinkinderhaus Winterhuder Weg
24409	Heilandskirche (Hamburg-Uhlenhorst)
30143	Polizeikaserne Am Zollhafen
29215	Feuerwache Veddel
13033	Schule auf der Veddel
45225	Zollanlage Tunnelstraße
31099	Mahr'scher Hof Ahrensburger Weg/Lerchenberg
26743	Kindergarten Ahrensburger Weg 20
27313	Grenzsteine Ahrensburger Weg
27312	Grenzsteine Ahrensburger Weg
27317	Grenzsteine Ahrensburger Weg
27314	Grenzsteine Ahrensburger Weg
23317	Grenzsteine Brunsdorfer Weg
23268	Grenzsteine Brunsdorfer Weg
27125	U-Bahnhof Volksdorf
29663	Landhaus Duvenwischen 70
27132	Eulenkrugstraße 60, 62
27323	Eulenkrugstraße 60, 62
31093	Ohlendorff'sche Villa
28594	Ohlendorff'sche Villa
29708	Heilig-Kreuz-Kirche (Hamburg-Volksdorf)
27120	Villa Flethmannsteich FarmsenerLandstr188 HH-Volksdorf
27128	Halenreihe5 MalteserHospizZentrum HH-Volksdorf
26886	Grenzsteinbereich westlich Heidloge
27411	Walddörfer-Gymnasium
27302	Walddörfer-Gymnasium
27410	Walddörfer-Gymnasium
27131	Ohlendorff'sche Villa
28593	Ohlendorff'sche Villa
44403	Volksdorfer Schulkate
27300	Villa Liebermann (Hamburg)
31092	U-Bahnhof Buckhorn
26747	Grenzsteine Im Regestall
26748	Grenzsteine Im Regestall
27319	Grenzstein Im Uhlenbusch
23331	Klosterwisch 8 Heim Erlenbusch
27121	Mellenbergweg 39 Wohnhaus
27318	Grenzstein Moorbekweg
31023	Rittmeisterkoppel Siedlung
31089	Kirche am Rockenhof
29710	Saseler Weg 53 Landhaus
27376	Kriegerdenkmal Volksdorf (Schmalenremen)
43427 und 43428	St. Gabriel (Hamburg-Volksdorf)
29664	Schule Vörn Barkholt
26762	Grenzsteinbereich Waldweg 183
25958	Postillon Kuöhl WeißeRose HH-Volksdorf
13167	Lotsenstation Seemannshöft
30461	Neuer Elbtunnel
14550	Seglerheim Waltershof
29351	Rugenberger Schleuse
24561	Eichtalpark
23262	Bovehaus (Hamburg-Wandsbek)
29640	Schule Bovestraße
23253	Kreuzkirche (Hamburg-Wandsbek)
23250	Alter Friedhof Wandsbek
23264	Jüdischer Friedhof Königsreihe (Hamburg-Wandsbek)
29642	Christuskirche (Hamburg-Wandsbek)
24546	Schimmelmann-Mausoleum
23265	Wandsbek Markt
30996	Amtsgericht Wandsbek
24573	Amtsgericht Wandsbek
24550	U-Bahnhof Wandsbek Markt
24663	Schule An der Gartenstadt
23261	Hochbunker Von-Hein-Straße
23260	U-Bahnhof Wandsbek Markt
31002	St. Joseph (Hamburg-Wandsbek)
31075	Rabenhorst (Hamburg)
31074	Schule Rolfinckstraße
26497	Schule Strenge
31070	Lutherkirche (Hamburg-Wellingsbüttel)
26494	Torhaus Wellingsbüttel
27251	Katholische Bonifatiusschule (Hamburg)
26025	Schule Fährstraße (Hamburg)
28570	Kirchdorfer Straße 170
28567	Wasserwerk Wilhelmsburg
28339	Moorwerder Norderdeich 90
28340	Schule Neuhöfer Damm
28341	Flakturm VI
28678	Schule Rahmwerder Straße
28371	Wilhelmsburger Windmühle "Johanna"
29895	Schule Zeidlerstraße
28679	Schule Kapellenweg (Hamburg)
28161	Reeseberg 8
29598	Agnesstraße 1 (Hamburg)
29600	Schule Alsterdorfer Straße
21424	St. Antonius-Kirche (Hamburg-Winterhude)
30764	Rentnerheim Fiefstücken
21516	Bellevuebrücke
21521	U-Bahnhof Borgweg
23312	U-Bahnhof Borgweg
30802	Paul-Gerhardt-Kirche (Hamburg-Winterhude)
30803	Kaserne der Bereitschaftspolizei in Hamburg
28987	Fernsichtbrücke
24406	Bodelschwingh-Kirche (Hamburg-Winterhude)
29603	Schule Forsmannstraße
20945	Lichtwarkschule
29605	Campus Hebebrandstraße
30806	Barmbeker Stichkanal
21803	U-Bahnhof Hudtwalckerstraße
21802	Winterhuder Brücke
30866	Kampnagel
30799	City Nord
21859	Kapstadtring 1 und 3
21860	Kapstadtring 2 bis 4
21863	Kapstadtring 5
21862	Kapstadtring 8
14436	Kapstadtring 10
21864	Klärchenbrücke
29606	Sporthalle Hamburg
21684	Langenzugbrücke
21880	Langenzugbrücke
21899	Bahndammtunnel Lattenkampstieg in Hamburg-Winterhude
24446	Bahndammtunnel Lattenkampstieg in Hamburg-Winterhude
21904	Leinpfad 6 (Hamburg)
29897	Leinpfad 20 (Hamburg)
21315	Jahnkampfbahn (Hamburg)
30871	Gelehrtenschule des Johanneums
21908	Bugenhagendenkmal (Hamburg)
20447	Zentrale Zone City Nord
29609	Goldbekhaus
14513	New-York-Ring 1
21102	Überseering 45 / New-York-Ring 2
21103	New-York-Ring 6 und 6a
21101	New-York-Ring 13 und 15
30647	Siedlung Ohlsdorfer Straße / Winterhuder Marktplatz
21233	Planetarium Hamburg
30944	U-Bahnhof Saarlandstraße (Hamburg)
22944	U-Bahnhof Saarlandstraße (Hamburg)
23307	U-Bahnhof Saarlandstraße (Hamburg)
21977	Schleidenbrücke
22329	Schleidenbrücke
23211	Schleidenbrücke
24448	Schleidenbrücke
22048	Trinkhalle im Hamburger Stadtpark
22053	Überseering 2
22055	Überseering 12
22056	Überseering 24
22052	Überseering 33a
22057	Überseering 35
22054	Überseering 40
39053	City-Nord-Park
23198	U-Bahnhof Saarlandstraße (Hamburg)
22108	Wiesendammbrücke (Hamburg)
30845	Kranzhaus
30872	Stadtteilschule Winterhude
22107	Wiesendammbrücke (Hamburg)
29662	U-Bahnhof Ohlstedt
29278	Freiwillige Feuerwehr Ohlstedt
29661	An der Drosselbek 1 Hamburg-Wohldorf
27022	Bredenbekstraße 29
25451	Matthias-Claudius-Kirche (Hamburg-Wohldorf-Ohlstedt)
27039	Grenzsteine Duvenstedter Brook
27038	Grenzsteine Duvenstedter Brook
27040	Grenzsteine Duvenstedter Brook
27041	Grenzsteine Duvenstedter Brook
27042	Grenzsteine Duvenstedter Brook
29697	Herrenhaus Hamburg-Wohldorf
25444	Schule Kupferredder
29704	Kriegerdenkmal Wohldorf-Ohlstedt (Wohldorfer Wald)
27065	Norwegerhäuser Ohlstedter Stieg 1-14/Ellerbrookwisch 8
27036	Kriegerdenkmal Wohldorf-Ohlstedt (Ole Boomgarden)
29705	Kriegerdenkmal Wohldorf-Ohlstedt (Ole Boomgarden)
27024	Schleusenredder2 HH-Wohldorf-Ohlstedt
23100	Kleinbahnhof Wohldorf
31085	Norwegerhäuser Sthamerstrasse 41-49
27072	Norwegerhäuser Sthamerstrasse 41-49
28667	Norwegerhäuser Sthamerstrasse 41-49
27073	Norwegerhäuser Sthamerstrasse 41-49
28668	Norwegerhäuser Sthamerstrasse 41-49
27074	Norwegerhäuser Sthamerstrasse 41-49
28669	Norwegerhäuser Sthamerstrasse 41-49
27033	Norwegerhäuser Sthamerstrasse 41-49
28671	Norwegerhäuser Sthamerstrasse 41-49
