ID	Adresse	Geogr. Br.	Geogr. Lg.	PLZ
13989	Banksstraße o.Nr. südlich der Straße, zwischen Oberhafen und Schleusenkanal	53.544107	10.012032	20097
14022	St. Georgstraße 5	53.55577	10.006631	20099
14023	St. Georgstraße 5	53.555899	10.006328	20099
14024	St. Georgstraße 5	53.55595	10.006491	20099
14025	St. Georgstraße 5	53.555893	10.006785	20099
14045	Brandshofer Deich o.Nr. auf dem Grundstück von Nr. 114-118	53.537335	10.028548	20539
14047	Ausschläger Billdeich-Brücke	53.540389	10.045864	20539
14056	Borsigbrücke o.Nr.	53.53398	10.072012	22113
14060	Ausschläger Elbdeich o.Nr.	53.53067	10.044913	20539
14066	Billhafen-Löschplatz o.Nr.	53.535749	10.028075	20539
14108	Kennedybrücke o.Nr.	53.55774	9.997927	20354
14117	Hansaplatz o.Nr.	53.5547	10.012083	20099
14151	Ericusbrücke o.Nr.	53.544573	10.003152	20457
14173	Bei der Hammer Kirche o.Nr. zwischen Nr. 10 und 12	53.556409	10.055152	20535
14174	Horner Weg o.Nr. gegenüber von Nr. 11-19	53.555864	10.057968	20535
14175	Caspar-Voght-Straße o.Nr.	53.558787	10.057696	20535
14213	Bei der Vogelstange o.Nr.	53.558281	10.05559	20535
14221	Adolphsbrücke o.Nr.	53.550645	9.989664	20457
14247	Derbyweg o.Nr.	53.562595	10.089294	22119
14249	Bei der Martinskirche o.Nr.|Pagenfelder Straße o.Nr.	53.55002	10.082618	22111
14283	Steinbeker Berg o.Nr.	53.530367	10.127929	22117
14284	Steinbeker Reihe o.Nr.	53.527774	10.128633	22113
14286	Bruhnrögenredder o.Nr.	53.563932	10.142179	22117
14315	Kirchenaußendeichsweg o.Nr.	53.527093	9.865786	21129
14374	Breite Straße o.Nr.|Carsten-Rehder-Straße o.Nr.|Fischmarkt o.Nr.	53.54626	9.951047	22767
14375	Max-Brauer-Allee o.Nr.	53.555761	9.943193	22765
14392	Steinbeker Hauptstraße o.Nr.	53.527971	10.132432	22115
14396	Kurt-Körber-Gymnasium	53.541625	10.121174	22117
14407	Billbrookdeich 171	53.535955	10.100043	22113
14413	Billbrookkanal	53.53396	10.079188	22113
14419	Liethwisch o.Nr.	53.603078	9.944148	22529
14425	Ausschläger Elbdeich o.Nr. gegenüber von Nr. 2|Billhorner Deich o.Nr. südlich von Nr. 2	53.531957	10.041869	20539
14429	Kaltehofe-Hauptdeich o.Nr.	53.509294	10.060139	20539
14432	Kaltehofe-Hauptdeich o.Nr. neben Nr. 7	53.525452	10.052113	20539
14433	Kaltehofe-Hinterdeich o.Nr. gegenüber Nr. 17 und 19	53.527321	10.04997	20539
14434	Moorfleeter Hauptdeich o.Nr. südöstlich von Nr. 81	53.507329	10.063038	22113
14500	Australiastraße o.Nr.	53.528961	9.99804	20457
14501	Australiastraße o.Nr.	53.529882	9.995878	20457
14507	Lübecker Kai o.Nr.	53.524365	10.006399	20457
14510	Lübecker Kai o.Nr.	53.524688	10.005939	20457
14514	Hansahöft o.Nr.	53.531519	9.994361	20457
14516	Veddelkanalbrücke o.Nr.	53.525403	9.982166	20457
14521	Veddeler Damm o.Nr. südlich Veddeler Damm über die Müggenburger Durchfahrt	53.522321	10.013103	20457
14523	Ellerholzhöft o.Nr.	53.531639	9.955483	20457
14531	Wendemuthkai o.Nr.	53.541198	9.955358	20457
14533	Lotsenhöft o.Nr.	53.540792	9.952964	20457
14555	Rüschweg o.Nr. vor Nr. 1	53.535418	9.857817	21129
14557	Finksweg o.Nr. nahe Steendiek in der Grünanlage	53.533471	9.877902	21129
14657	Finkenwerder Süderdeich o.Nr. gegenüber Nr. 36	53.520162	9.865977	21129
14713	Finksweg o.Nr.	53.540917	9.867848	21129
