ID	PLZ	Adresse
18539	20357	Margaretenstraße 31
18539	20357	Margaretenstraße 31a
18540	20357	Margaretenstraße 27
18540	20357	Vereinsstraße 34
18542	20357	Fettstraße 11a
18542	20357	Fettstraße 11b
18542	20357	Fettstraße 11c
18543	20357	Vereinsstraße 42
18543	20357	Vereinsstraße 44
18544	20357	Vereinsstraße 50
18545	20357	Fettstraße 27
18546	20357	Fettstraße 29
18548	20357	Fettstraße 37
18549	20259	Bellealliancestraße 47
18551	20357	Vereinsstraße 36
18552	20357	Vereinsstraße 38
18552	20357	Vereinsstraße 40
18553	20357	Fettstraße 15
18554	20357	Fettstraße 19a
18555	20357	Fettstraße 33a
18555	20357	Fettstraße 33b
18556	20357	Fettstraße 25a
18556	20357	Fettstraße 25b
18556	20357	Fettstraße 25c
18556	20357	Fettstraße 25d
18557	20357	Margaretenstraße 54a
18557	20357	Margaretenstraße 54b
18557	20357	Margaretenstraße 54c
18558	20357	Fettstraße 31
18558	20357	Fettstraße 35
18559	20357	Fettstraße 13
18560	20357	Vereinsstraße 54
18561	20357	Margaretenstraße 56
18563	20357	Vereinsstraße 54a HAUS 1
18563	20357	Vereinsstraße 54a HAUS 2
18563	20357	Vereinsstraße 54a HAUS 3
18563	20357	Vereinsstraße 54a HAUS 4
18564	20357	Vereinsstraße 54b
18565	20357	Fettstraße 3
18566	20357	Vereinsstraße 50a
18567	20357	Vereinsstraße 52a
18568	20357	Vereinsstraße 52
18569	20357	Vereinsstraße 46
18569	20357	Vereinsstraße 48
18570	20357	Margaretenstraße 58
18571	20259	Bellealliancestraße 54
18572	20357	Fettstraße 36
18573	20357	Fettstraße 38
18574	20259	Bellealliancestraße 56
18574	20259	Bellealliancestraße 56a
18577	20255	Eichenstraße 58
18578	20255	Eichenstraße 60
18578	20255	Eichenstraße 62
18578	20255	Eichenstraße 64
18579	20255	Methfesselstraße 102
18580	20255	Eidelstedter Weg 73
18584	20255	Lutterothstraße 72
18587	20255	Eidelstedter Weg 75
18588	20255	Hellkamp 77
18593	20255	Eidelstedter Weg 63
18593	20255	Eidelstedter Weg 63a
18593	20255	Hellkamp 81
18594	20255	Lutterothstraße 62
18594	20255	Lutterothstraße 64
18595	20255	Lutterothstraße 66
18595	20255	Lutterothstraße 66a
18595	20255	Lutterothstraße 68
18595	20255	Lutterothstraße 68a
18595	20255	Lutterothstraße 70
18596	20255	Hellkamp 75
18597	20255	Hellkamp 79
18598	20255	Eidelstedter Weg 65
18598	20255	Eidelstedter Weg 67
18598	20255	Eidelstedter Weg 69
18598	20255	Eidelstedter Weg 69a
18598	20255	Eidelstedter Weg 71
18599	20255	Methfesselstraße 71
18600	20255	Lutterothstraße 88
18601	20255	Lutterothstraße 82
18602	20255	Am Weiher 29
18603	20255	Am Weiher 29
18604	20255	Eichenstraße 54
18605	20255	Am Weiher 19
18606	20255	Am Weiher 21
18606	20255	Am Weiher 23
18607	20255	Am Weiher 17
18608	20255	Am Weiher 15a
18609	20255	Eichenstraße 56
18610	20257	Rellinger Straße 30
18610	20257	Voigtstraße 15
18611	20257	Grundstraße 24
18612	20257	Armbruststraße 14
18612	20257	Rellinger Straße 26
18613	20257	Bei der Apostelkirche 11
18614	20257	Voigtstraße 3
18615	20257	Rellinger Straße 55
18620	20148	Heimweg 10
18621	20148	Heimweg 8
18622	20148	Mittelweg 22a
18622	20148	Mittelweg 22b
18622	20148	Mittelweg 22c
18624	20148	Mittelweg 27
18625	20148	Mittelweg 26
18626	20148	Mittelweg 31
18626	20148	Mittelweg 31a
18627	20148	Heimweg 2
18627	20148	Mittelweg 29
18627	20148	Mittelweg 29a
18627	20148	Mittelweg 30
18628	20148	Mittelweg 25a
18629	20148	Heimweg 6
18631	20148	Mittelweg 24a
18631	20148	Mittelweg 24b
18631	20148	Mittelweg 24c
18634	20148	Mittelweg 25
18637	20148	Heimweg 1
18637	20148	Heimweg 3
18638	20148	Mittelweg 25
18639	20148	Heimweg 4
18640	20148	Mittelweg 25
18642	20148	Mittelweg 126b
18643	20148	Mittelweg 126c
18644	20148	Mittelweg 125b
18645	20148	Mittelweg 125
18645	20148	Mittelweg 125a
18646	20148	Mittelweg 126
18646	20148	Mittelweg 126a
18647	20148	Mittelweg 38a
18648	20148	Mittelweg 38
18649	20146	Schlüterstraße 5
18651	20146	Moorweidenstraße 34
18652	20146	Schlüterstraße 1
18653	20148	Heimhuder Straße 6
18654	20148	Moorweidenstraße 4
18655	20148	Tesdorpfstraße 11
18657	20148	Heimhuder Straße 92
18660	20148	Heimhuder Straße 64
18662	20148	Heimhuder Straße 36
18663	20148	Heimhuder Straße 5
18664	20148	Harvestehuder Weg 14
18665	<h3 class="m-b-nl">Kein Ergebnis</h3>	Harvestehuder Weg o.Nr.
18665	20148	Milchstraße 12
18666	20148	Harvestehuder Weg 8a
18667	20148	Harvestehuder Weg 6
18668	20148	Harvestehuder Weg 5
18669	20146	Hallerplatz 1
18670	20146	Hallerstraße 20
18671	20146	Hallerstraße 58
18672	20148	Heimhuder Straße 71
18673	<h3 class="m-b-nl">Kein Ergebnis</h3>	Edmund-Siemers-Allee o.Nr. Ecke Rothenbaumchaussee
18674	20148	Heimhuder Straße 65
18674	20148	Heimhuder Straße 67
18675	<h3 class="m-b-nl">Kein Ergebnis</h3>	Rothenbaumchaussee o.Nr. auf der Höhe von Nr. 44
18676	20148	Milchstraße 11
18677	20148	Magdalenenstraße 71
18678	20148	Magdalenenstraße 65b
18679	20148	Magdalenenstraße 64b
18680	20148	Magdalenenstraße 64a
18681	20146	Grindelhof 63
18682	20146	Edmund-Siemers-Allee 1
18683	20148	Johnsallee 29
18684	20148	Magdalenenstraße 53
18685	20148	Johnsallee 31
18686	20148	Feldbrunnenstraße 3
18687	20148	Magdalenenstraße 45
18688	20148	Magdalenenstraße 44
18689	20148	Magdalenenstraße 41
18690	20148	Magdalenenstraße 17
18691	20148	Magdalenenstraße 9
18692	20148	Magdalenenstraße 6
18693	20148	Magdalenenstraße 1
18694	20146	Johnsallee 68
18695	20148	Feldbrunnenstraße 18
18696	20148	Pöseldorfer Weg 7
18697	20148	Magdalenenstraße 54
18697	20148	Magdalenenstraße 55
18699	20146	Rutschbahn 11a
18703	20148	Alte Rabenstraße 24
18705	20354	Neue Rabenstraße 13
18706	20354	Alsterufer 12
18707	20148	Pöseldorfer Weg 3
18708	20148	Pöseldorfer Weg 23
18708	20148	Pöseldorfer Weg 25
18709	<h3 class="m-b-nl">Kein Ergebnis</h3>	Mittelweg o.Nr.
18710	20148	Feldbrunnenstraße 16
18711	20148	Alte Rabenstraße 26
18712	<h3 class="m-b-nl">Kein Ergebnis</h3>	Rothenbaumchaussee o.Nr. nördlich von Nr. 115
18713	20354	Große Theaterstraße 27
18713	20354	Theodor-Heuss-Platz 1
18713	20354	Theodor-Heuss-Platz 3
18713	20354	Theodor-Heuss-Platz 7
18713	20354	Theodor-Heuss-Platz 8
18714	20257	Voigtstraße 7
18715	20257	Voigtstraße 9
18716	20257	Voigtstraße 11
18717	20257	Armbruststraße 6
18718	20259	Bei der Christuskirche 2
18718	20259	Bei der Christuskirche 4
18720	20357	Schäferstraße 9
18721	20357	Schäferstraße 7
18723	20357	Schäferstraße 3
18724	20357	Schäferstraße 1
18725	20357	Schäferstraße 5
18727	20357	Schäferstraße 11a
18727	20357	Schäferstraße 11b
18728	20357	Schäferstraße 2
18729	20357	Schäferstraße 6
18729	20357	Schäferstraße 8
18730	20357	Schäferstraße 9a
18730	20357	Schäferstraße 9b
18731	20357	Kleiner Schäferkamp 28
18732	20357	Schäferstraße 4
18733	20357	Schäferstraße 11
18735	20257	Rellinger Straße 56
18736	<h3 class="m-b-nl">Kein Ergebnis</h3>	Weckmannweg o.Nr.
18737	20257	Weckmannweg 4
18738	20257	Weckmannweg 6
18739	20257	Weckmannweg 3
18739	20257	Weckmannweg 5
18740	20257	Weckmannweg 8
18741	20257	Weckmannweg 10
18742	20257	Weckmannweg 12
18743	20257	Weckmannweg 14
18744	20257	Weckmannweg 16
18745	20257	Methfesselstraße 6
18745	20257	Rellinger Straße 52
18746	20257	Methfesselstraße 14
18747	20257	Methfesselstraße 12
18763	20146	Grindelhof 52
18764	20146	Bieberstraße 2
18765	20148	Böhmersweg 4
18766	20148	Böhmersweg 2
18767	20148	Böhmersweg 6
18768	20148	Böhmersweg 24
18769	20148	Böhmersweg 20
18770	20148	Böhmersweg 22
18771	20149	Harvestehuder Weg 89
18774	20149	Isestraße 76
18774	20149	Isestraße 78
18774	20149	Isestraße 80
18774	20149	Isestraße 82
18774	20149	Isestraße 84
18775	20149	Hochallee 89
18776	20149	St. Benedictstraße 54
18777	20149	Rothenbaumchaussee 134
18778	20149	Isestraße 146
18779	20144	Klosterallee 80
18781	20149	Krugkoppel 1
18783	20144	Parkallee 2
18784	20149	Mittelweg 63
18785	20149	Alsterchaussee 28
18786	20149	Alsterchaussee 30
18787	20149	Werderstraße 84
18787	20149	Werderstraße 86
18788	20149	Hochallee 45a
18789	20149	Mittelweg 64
18790	20149	Hochallee 11
18791	20149	Oberstraße 83
18791	20149	Oberstraße 85
18792	20149	Rothenbaumchaussee 116
18793	20149	Rothenbaumchaussee 100
18794	20144	Innocentiastraße 72
18795	20257	Voigtstraße 13
18796	20257	Armbruststraße 4
18797	20257	Voigtstraße 4
18798	20257	Grundstraße 19
18799	20257	Grundstraße 21
18800	20257	Grundstraße 23
18801	20257	Grundstraße 25
18802	20257	Grundstraße 27
18803	20257	Grundstraße 29
18804	20257	Lappenbergsallee 27
18805	20257	Grundstraße 20
18806	20257	Rellinger Straße 53
18807	20257	Rellinger Straße 63
18808	20257	Voigtstraße 5
18809	20257	Armbruststraße 9
18810	20257	Armbruststraße 7
18811	20257	Armbruststraße 5
18813	20257	Armbruststraße 1
18813	20257	Armbruststraße 3
18814	20257	Faberstraße 23
18815	20257	Rellinger Straße 22
18816	20257	Armbruststraße 12
18817	20257	Rellinger Straße 18
18818	20257	Grundstraße 22
18819	20257	Methfesselstraße 4
18819	20257	Rellinger Straße 61
18820	20257	Rellinger Straße 59
18821	20257	Rellinger Straße 57
18822	20257	Armbruststraße 11
18823	20257	Armbruststraße 13
18824	20257	Armbruststraße 19
18825	20257	Bei der Apostelkirche 5
18826	20257	Bei der Apostelkirche 7
18827	20257	Armbruststraße 2
18828	20257	Rellinger Straße 20
18829	20257	Matthesonstraße 7
18830	20257	Grundstraße 33
18831	20257	Grundstraße 31
18832	20257	Methfesselstraße 2
18833	20257	Matthesonstraße 14
18834	20257	Matthesonstraße 12
18835	20257	Matthesonstraße 10
18836	20257	Matthesonstraße 8
18837	20257	Matthesonstraße 6
18838	20257	Matthesonstraße 13
18839	20257	Grundstraße 26
18840	20257	Matthesonstraße 9
18841	20257	Bei der Apostelkirche 24
18842	20257	Matthesonstraße 5
18843	20257	Matthesonstraße 3
18844	20257	Methfesselstraße 15
18845	20257	Methfesselstraße 13
18846	20257	Methfesselstraße 11
18847	20257	Methfesselstraße 9
18848	20257	Methfesselstraße 7
18849	20257	Methfesselstraße 3
18850	20257	Lappenbergsallee 23
18850	20257	Lappenbergsallee 25
18851	20257	Matthesonstraße 11
18852	20257	Rellinger Straße 45
18854	20257	Rellinger Straße 39
18855	20257	Rellinger Straße 44
18855	20257	Weckmannweg 15
18858	20257	Rellinger Straße 51
18859	20257	Rellinger Straße 34
18861	20257	Bei der Apostelkirche 26
18862	20257	Bei der Apostelkirche 15
18862	20257	Voigtstraße 1
18863	20257	Grundstraße 30
18863	20257	Grundstraße 32
18864	20257	Rellinger Straße 49
18865	20257	Rellinger Straße 43
18866	<h3 class="m-b-nl">Kein Ergebnis</h3>	Bei der Apostelkirche o.Nr.
18867	20257	Rellinger Straße 41
18868	20257	Bei der Apostelkirche 30
18869	20257	Bei der Apostelkirche 34
18870	20257	Grundstraße 28
18871	20257	Bei der Apostelkirche 32
18872	20257	Bei der Apostelkirche 28
18873	20257	Rellinger Straße 47
18874	20255	Odenwaldstraße 7
18876	<h3 class="m-b-nl">Kein Ergebnis</h3>	Prätoriusweg o.Nr.
18878	<h3 class="m-b-nl">Nicht eindeutig</h3>	Odenwaldstraße o.Nr.
18880	20255	Prätoriusweg 10
18881	20255	Odenwaldstraße 14
18883	20255	Odenwaldstraße 10
18883	20255	Odenwaldstraße 12
18883	20255	Odenwaldstraße 8
18884	20255	Odenwaldstraße 6
18884	20255	Prätoriusweg 1
18885	20255	Odenwaldstraße 2
18885	20255	Telemannstraße 23
18888	20255	Odenwaldstraße 9
18889	20255	Prätoriusweg 12
18889	20255	Prätoriusweg 14
18890	20255	Odenwaldstraße 11
18890	20255	Odenwaldstraße 13
18891	20255	Prätoriusweg 6
18892	20255	Prätoriusweg 4
18893	20255	Odenwaldstraße 4
18893	20255	Prätoriusweg 2
18895	20255	Telemannstraße 19
18895	20255	Telemannstraße 21
18900	20144	Schlankreye 13
18900	20144	Schlankreye 15
18902	20144	Schlankreye 11
18902	20144	Schlankreye 9
18904	20144	Bogenstraße 45
18904	20144	Bogenstraße 45a
18904	20144	Bogenstraße 45b
18904	20144	Bogenstraße 45c
18904	20144	Bogenstraße 45d
18906	20144	Bundesstraße 88
18906	20144	Schlankreye 1
18920	20148	Alte Rabenstraße 12
18921	20148	Alte Rabenstraße 10a
18922	20148	Alte Rabenstraße 11a
18923	20148	Alte Rabenstraße 11
18924	20148	Alte Rabenstraße 13
18924	20148	Alte Rabenstraße 14
18925	20148	Alte Rabenstraße 28
18934	20146	Rutschbahn 6
18935	20146	Heinrich-Barth-Straße 15
18936	20146	Rutschbahn 8
18937	20146	Rutschbahn 10
18937	20146	Rutschbahn 10a
18937	20146	Rutschbahn 10b
18938	20146	Rutschbahn 12
18939	20146	Schlüterstraße 6
18940	20146	Schlüterstraße 4
18941	20146	Schlüterstraße 18
18942	20146	Schlüterstraße 10
18942	20146	Schlüterstraße 10a
18943	20146	Schlüterstraße 12
18944	20146	Schlüterstraße 14
18945	20146	Schlüterstraße 16
18946	20146	Schlüterstraße 20
18947	20146	Schlüterstraße 2
18948	20146	Schlüterstraße 22
18952	20146	Schröderstiftstraße 34
18959	20146	Schröderstiftstraße 34
18962	20146	Schröderstiftstraße 34
18965	20146	Schröderstiftstraße 34
18966	20146	Schröderstiftstraße 34
18968	20146	Schröderstiftweg 40
18968	20146	Schröderstiftweg 41
18968	20146	Schröderstiftweg 42
18968	20146	Schröderstiftweg 43
18969	20146	Schröderstiftweg 4
18971	20255	Methfesselstraße 84
18971	20255	Methfesselstraße 86
18971	20255	Stellinger Weg 36
18971	20255	Stellinger Weg 38a
18971	20255	Stellinger Weg 38b
18971	20255	Stellinger Weg 38c
18971	20255	Stellinger Weg 38d
18971	20255	Stellinger Weg 38e
18971	20255	Stellinger Weg 38f
18973	20257	Luruper Weg 16
18973	20257	Luruper Weg 18
18976	20257	Luruper Weg 31
18976	20257	Sartoriusstraße 24
18979	20354	Alsterglacis 6
18979	20354	Alsterglacis 7
18980	20354	Fontenay-Allee 1
18980	20354	Fontenay-Allee 2
18981	20354	Alsterufer 33
18982	20148	Alte Rabenstraße 10
18986	20146	Grindelweg 3a
18986	20146	Grindelweg 4a
18988	20146	Grindelweg 1a
18988	20146	Grindelweg 2a
18990	20146	Grindelallee 1
18991	20146	Grindelweg 1
18991	20146	Grindelweg 10
18991	20146	Grindelweg 11
18991	20146	Grindelweg 2
18991	20146	Grindelweg 3
18991	20146	Grindelweg 4
18991	20146	Grindelweg 5
18991	20146	Grindelweg 6
18991	20146	Grindelweg 7
18991	20146	Grindelweg 8
18991	20146	Grindelweg 9
18992	20146	Bundesstraße 6
18993	20146	Bundesstraße 3
18994	20146	Bundesstraße 4
18995	20146	An der Verbindungsbahn 10
18996	20146	Bundesstraße 5
18997	20146	Bundesstraße 7
18998	20146	Bundesstraße 8
18999	20146	Bundesstraße 10
19000	20146	Bundesstraße 12
19001	20146	Bundesstraße 14
19002	20146	Bundesstraße 15
19002	20146	Durchschnitt 19
19003	20146	Bundesstraße 16
19004	20146	Bundesstraße 18
19005	20146	Bundesweg 3
19005	20146	Bundesweg 4
19006	20257	Luruper Weg 19
19006	20257	Luruper Weg 21
19007	20255	Lutterothstraße 93
19007	20257	Sartoriusstraße 35
19008	20255	Lutterothstraße 89
19008	20255	Lutterothstraße 91
19009	20255	Lutterothstraße 85
19009	20255	Lutterothstraße 87
19010	20255	Lutterothstraße 81
19010	20255	Lutterothstraße 83
19011	20255	Lutterothstraße 77
19011	20255	Lutterothstraße 79
19012	20255	Lutterothstraße 75
19012	<h3 class="m-b-nl">Kein Ergebnis</h3>	Stellinger Weg 57
19014	20257	Hartwig-Hesse-Straße 38
19014	20257	Hartwig-Hesse-Straße 40
19015	20257	Luruper Weg 23
19015	20257	Luruper Weg 25
19016	20255	Lutterothstraße 103
19017	20257	Luruper Weg 10
19017	20257	Luruper Weg 8
19018	22547	Ohlestraße 48
19019	22547	Ohlestraße 50
19020	22547	Ohlestraße 52a
19021	22547	Ohlestraße 52b
19022	22547	Ohlestraße 52c
19023	22609	Baron-Voght-Straße 77a
19024	22609	Baron-Voght-Straße 77b
19025	22609	Baron-Voght-Straße 77c
19026	22609	Baron-Voght-Straße 77d
19027	22609	Baron-Voght-Straße 77e
19028	22609	Baron-Voght-Straße 77g
19029	20359	Seilerstraße 44b
19030	20359	Hein-Hoyer-Straße 20a
19030	20359	Hein-Hoyer-Straße 20b
19031	<h3 class="m-b-nl">Nicht eindeutig</h3>	Rendsburger Straße  o.Nr.
19032	20359	Seilerstraße 47
19033	20257	Luruper Weg 11
19033	20257	Luruper Weg 13
19034	20257	Luruper Weg 3
19034	20257	Luruper Weg 5
19035	20257	Hartwig-Hesse-Straße 54
19035	20257	Hartwig-Hesse-Straße 56
19036	20257	Hartwig-Hesse-Straße 50
19036	20257	Hartwig-Hesse-Straße 52
19037	20257	Hartwig-Hesse-Straße 46
19037	20257	Hartwig-Hesse-Straße 48
19038	20257	Hartwig-Hesse-Straße 42
19038	20257	Hartwig-Hesse-Straße 44
19039	20257	Luruper Weg 27
19039	20257	Luruper Weg 29
19040	20257	Hartwig-Hesse-Straße 29
19040	20257	Sartoriusstraße 30
19041	20257	Hartwig-Hesse-Straße 1
19041	20257	Methfesselstraße 67
19042	20257	Hartwig-Hesse-Straße 26
19043	20257	Hartwig-Hesse-Straße 18
19043	20257	Hartwig-Hesse-Straße 20
19044	20257	Hartwig-Hesse-Straße 14
19044	20257	Hartwig-Hesse-Straße 16
19045	20257	Hartwig-Hesse-Straße 22
19045	20257	Hartwig-Hesse-Straße 24
19046	20257	Hartwig-Hesse-Straße 10
19046	20257	Hartwig-Hesse-Straße 12
19047	20257	Hartwig-Hesse-Straße 8
19048	20255	Lutterothstraße 95
19048	20255	Lutterothstraße 97
19049	20257	Hartwig-Hesse-Straße 6
19050	20255	Lutterothstraße 101
19050	20255	Lutterothstraße 99
19051	20257	Hartwig-Hesse-Straße 27
19052	20257	Hartwig-Hesse-Straße 23
19052	20257	Hartwig-Hesse-Straße 25
19053	20257	Hartwig-Hesse-Straße 19
19053	20257	Hartwig-Hesse-Straße 21
19054	20257	Hartwig-Hesse-Straße 15
19054	20257	Hartwig-Hesse-Straße 17
19055	20257	Hartwig-Hesse-Straße 11
19055	20257	Hartwig-Hesse-Straße 13
19056	20257	Hartwig-Hesse-Straße 7
19056	20257	Hartwig-Hesse-Straße 9
19057	20257	Hartwig-Hesse-Straße 3
19057	20257	Hartwig-Hesse-Straße 5
19058	20257	Luruper Weg 7
19058	20257	Luruper Weg 9
19059	<h3 class="m-b-nl">Kein Ergebnis</h3>	Stellinger Weg 53
19059	<h3 class="m-b-nl">Kein Ergebnis</h3>	Stellinger Weg 55
19060	20257	Hartwig-Hesse-Straße 43
19060	20257	Hartwig-Hesse-Straße 45
19061	<h3 class="m-b-nl">Kein Ergebnis</h3>	Luruper Weg o.Nr.
19062	20257	Sartoriusstraße 27
19063	20257	Hartwig-Hesse-Straße 33
19063	20257	Sartoriusstraße 31
19064	20257	Luruper Weg 38
19065	20257	Luruper Weg 40
19065	20257	Luruper Weg 42
19066	20257	Luruper Weg 44
19066	20257	Luruper Weg 46
19067	20257	Luruper Weg 48
19067	20257	Luruper Weg 50
19068	20257	Hartwig-Hesse-Straße 35
19068	20257	Hartwig-Hesse-Straße 37
19070	20257	Hartwig-Hesse-Straße 34
19070	20257	Hartwig-Hesse-Straße 36
19071	<h3 class="m-b-nl">Nicht eindeutig</h3>	Hartwig-Hesse-Straße o.Nr.
19072	20257	Hartwig-Hesse-Straße 39
19072	20257	Hartwig-Hesse-Straße 41
19073	20257	Luruper Weg 39
19073	20257	Luruper Weg 41
19074	20257	Luruper Weg 43
19074	20257	Luruper Weg 45
19075	20257	Luruper Weg 6
19076	22609	Baron-Voght-Straße 77f
19077	22763	Große Brunnenstraße 74
19078	22765	Ottenser Hauptstraße 61a
19078	22765	Ottenser Hauptstraße 61b
19079	20357	Glashüttenstraße 99
19079	20357	Glashüttenstraße 99a
19081	20257	Luruper Weg 12
19081	20257	Luruper Weg 14
19082	20257	Luruper Weg 15
19082	20257	Luruper Weg 17
19083	20257	Luruper Weg 20
19084	20257	Luruper Weg 22
19085	20257	Luruper Weg 24
19086	20257	Luruper Weg 2
19086	20257	Luruper Weg 4
19086	20257	Methfesselstraße 65
19087	20257	Hartwig-Hesse-Straße 28
19087	20257	Sartoriusstraße 33
19088	20257	Hartwig-Hesse-Straße 30
19088	20257	Hartwig-Hesse-Straße 32
19090	20144	Kielortallee 22
19090	20144	Kielortallee 24
19091	20144	Kielortallee 25
19092	20144	Kielortallee 23
19093	20144	Kielortallee 26
19094	20259	Tornquiststraße 19c
19095	20259	Tornquiststraße 19b
19096	20357	Vereinsstraße 31
19097	20357	Vereinsstraße 32
19099	20357	Vereinsstraße 25
19100	20357	Vereinsstraße 30
19101	20357	Amandastraße 52
19101	20357	Vereinsstraße 24
19102	20357	Vereinsstraße 27
19103	20357	Vereinsstraße 26
19103	20357	Vereinsstraße 28
19104	20357	Vereinsstraße 29
19105	20357	Kleiner Schäferkamp 58
19105	20357	Kleiner Schäferkamp 60
19105	20357	Weidenallee 2
19106	20357	Weidenallee 4
19107	20357	Weidenallee 2b
19108	20357	Weidenallee 2a
19111	20357	Weidenallee 32
19112	20357	Weidenallee 32
19116	20144	Beim Schlump 82
19116	20144	Beim Schlump 83
19116	20146	Monetastraße 5
19117	20357	Sternschanze 6
19118	20357	Sternschanze 1
19119	20148	Heimhuder Straße o.Nr. nördlich von Nr. 92
19120	20146	Schlüterstraße 80
19120	20146	Schlüterstraße 80a
19121	20146	Schlüterstraße 58
19122	20146	Schlüterstraße 52
19123	20146	Moorweidenstraße 22
19123	20146	Moorweidenstraße 24
19124	20148	Moorweidenstraße 14
19125	20148	Rothenbaumchaussee 2
19126	20148	Binderstraße 14
19126	20148	Rothenbaumchaussee 64
19126	20148	Rothenbaumchaussee 64a
19127	20148	Johnsallee 62
19127	20148	Rothenbaumchaussee 46
19128	20148	Rothenbaumchaussee 34
19129	20148	Rothenbaumchaussee 19
19131	20148	Rothenbaumchaussee 11
19131	20148	Rothenbaumchaussee 13
19131	20148	Rothenbaumchaussee 15
19131	20148	Rothenbaumchaussee 17
19132	20146	Bundesstraße 43
19133	20354	Siegfried-Wedells-Platz 1
19133	20354	Siegfried-Wedells-Platz 2
19134	<h3 class="m-b-nl">Kein Ergebnis</h3>	Platz der jüdischen Deportierten o.Nr.
19136	20148	Heimhuder Straße 39
19138	20148	Feldbrunnenstraße 33
19139	20148	Feldbrunnenstraße 58
19140	<h3 class="m-b-nl">Kein Ergebnis</h3>	Fontenay o.Nr. Ecke Alsterufer, in der Anlage hinter dem Kriegerdenkmal
19141	<h3 class="m-b-nl">Kein Ergebnis</h3>	Fontenay-Allee o.Nr.
19142	20357	Sternschanze 7
19143	20146	Grindelhof 30
19157	20144	Bogenstraße 54a
19157	20144	Bogenstraße 54b
19158	20253	Bogenstraße 60
19160	20253	Kaiser-Friedrich-Ufer 28
19161	20253	Kaiser-Friedrich-Ufer 27
19162	20253	Hohe Weide 45
19162	20253	Hohe Weide 47
19163	20253	Hohe Weide 43
19165	20253	Hohe Weide 39
19166	20253	Bogenstraße 62
19169	20253	Hohe Weide 41
19172	20253	Kaiser-Friedrich-Ufer 24
19172	20253	Kaiser-Friedrich-Ufer 25
19176	20146	Johnsallee 69
19177	20148	Magdalenenstraße 48
19177	20148	Magdalenenstraße 49
19178	20148	Magdalenenstraße 50
19179	20148	Magdalenenstraße 62
19180	20148	Magdalenenstraße 63
19181	20148	Magdalenenstraße 64
19182	20148	Mittelweg 25
19183	20148	Mittelweg 22
19183	20148	Mittelweg 24
19186	20148	Bei St. Johannis 1
19186	20148	Bei St. Johannis 2
19186	20148	Bei St. Johannis 3
19186	20148	Bei St. Johannis 4
19187	20354	Alsterufer 37
19188	20354	Alsterufer 36
19189	20354	Alsterufer 35
19190	20354	Alsterufer 27
19190	20354	Alsterufer 28
19191	20148	Rothenbaumchaussee 11
19191	20148	Rothenbaumchaussee 13
19191	20148	Rothenbaumchaussee 15
19191	20148	Rothenbaumchaussee 17
19192	20148	Tesdorpfstraße o.Nr. vor Nr. 22
19193	20148	Alte Rabenstraße 23
19194	20357	Sternschanze 2
19195	<h3 class="m-b-nl">Kein Ergebnis</h3>	Alsterglacis o.Nr.
19197	20148	Badestraße 30
19198	20146	Grindelhof 69
19199	20149	Alsterchaussee 3
19201	20149	Alsterchaussee 1
19201	20148	Mittelweg 118
19202	20354	Warburgstraße 3
19202	20354	Warburgstraße 5
19203	20354	Alsterglacis 4
19203	20354	Alsterglacis 5
19204	20354	Alsterglacis 8
19205	20146	Bundesstraße 22
19206	20146	Bundesstraße 24
19206	20146	Bundesstraße 26
19207	20146	Bundesstraße 20
19208	20146	Bundesstraße 28
19209	20146	Bundesstraße 9
19210	20146	Bundesstraße 11
19210	20146	Bundesstraße 11a
19211	20144	Beim Schlump 84
19211	20144	Beim Schlump 84a
19211	20144	Beim Schlump 84b
19211	20144	Beim Schlump 84c
19211	20144	Beim Schlump 84d
19211	20144	Beim Schlump 84e
19211	20144	Beim Schlump 84f
19211	20144	Beim Schlump 84g
19211	20146	Monetastraße 2
19211	20146	Monetastraße 4
19211	20146	Monetastraße 6
19212	20144	Beim Schlump 85
19212	20144	Beim Schlump 85a
19212	20144	Beim Schlump 85b
19212	20144	Beim Schlump 85c
19212	20144	Beim Schlump 85d
19212	20144	Beim Schlump 85e
19213	20148	Feldbrunnenstraße 52
19213	20148	Feldbrunnenstraße 54
19214	20148	Feldbrunnenstraße 56
19215	20148	Feldbrunnenstraße 70
19216	20148	Feldbrunnenstraße 68
19221	20146	Grindelhof 83
19222	20144	Isestraße 35
19223	20144	Isestraße 37
19224	20144	Isestraße 43
19225	20144	Isestraße 45
19226	20144	Isestraße 41
19227	20144	Isestraße 7
19229	20144	Isestraße 47
19234	20249	Eppendorfer Baum 19
19235	20149	Oderfelder Straße 21
19236	20149	Isestraße 53
19238	20144	Klosterallee 67
19240	20149	Isestraße 139
19241	20149	Isestraße 127
19242	20149	Isestraße 69
19243	20149	Isestraße 67
19244	20149	Isestraße 65
19245	20149	Isestraße 63
19246	20149	Isestraße 55
19247	20144	Isestraße 51
19248	20144	Isestraße 49
19249	20144	Isestraße 17
19250	20148	Rothenbaumchaussee 21
19250	20148	Rothenbaumchaussee 23
19251	20148	Rothenbaumchaussee 36
19252	20148	Rothenbaumchaussee 38
19252	20148	Rothenbaumchaussee 40
19253	20148	Moorweidenstraße 5
19254	20148	Moorweidenstraße 7
19255	20148	Moorweidenstraße 9
19256	20148	Heimhuder Straße 3
19257	20259	Bei der Christuskirche 1
19257	20259	Fruchtallee 22
19259	20144	Innocentiastraße 33
