ID	Adresse	Geogr. Br.	Geogr. Lg.
19885	Tierpark Hagenbeck	53.596174	9.937887
19886	Tierpark Hagenbeck	53.595507	9.937877
19889	Johann-Wenth-Straße o.Nr. neben der Kirche	53.590741	9.925951
19890	Johann-Wenth-Straße o.Nr. neben der Kirche	53.59081	9.925874
19975	Klosterstern o.Nr.|Rothenbaumchaussee o.Nr.	53.581556	9.988203
20072	Grindelberg o.Nr. vor Nr. 62	53.574757	9.978034
20087	Heckenrosenweg o.Nr.	53.606231	9.958719
20099	Bei der Lutherbuche o.Nr.|Grandweg o.Nr.	53.597435	9.959207
20207	Eppendorfer Landstraße o.Nr.	53.595632	9.989694
20216	Von-Essen-Straßenbrücke o.Nr.	53.57196	10.044093
20293	Loogestieg o.Nr. auf der Höhe von Nr. 21	53.586232	9.987819
20294	Loogestieg o.Nr.	53.587439	9.985027
20426	Meenkwiese o.Nr.	53.599273	9.994678
20427	Meenkwiese o.Nr. südlich der Straße	53.59887	9.992711
20448	Moorfuhrtbrücke o.Nr.	53.584659	10.009805
20501	Kellinghusenstraße o.Nr.	53.588266	9.98997
20535	Meenkwiese o.Nr.	53.59985	9.991604
20536	Heilwigstraße o.Nr.	53.592212	9.994908
20568	Feenteichbrücke o.Nr.	53.571842	10.008982
20570	Grillparzerbrücke o.Nr.	53.578021	10.01388
20582	Herbert-Weichmann-Brücke o.Nr.	53.572819	10.013204
20585	Maria-Louisen-Brücke o.Nr.	53.584692	9.998136
20620	Heilwigstraße o.Nr.	53.59153	9.994793
20659	Eppendorfer Landstraße o.Nr.	53.591146	9.986034
20703	Eppendorfer Landstraße o.Nr. Ecke Loogestieg	53.587439	9.985027
20709	Eppendorfer Marktplatz o.Nr.	53.592686	9.988545
20710	Martinistraße o.Nr.	53.589405	9.979214
20711	Martinistraße o.Nr.	53.590382	9.979707
20719	Ernst-Thälmann-Platz o.Nr.	53.595401	9.984161
20720	Ernst-Thälmann-Platz o.Nr. ohne Nr.|Tarpenbekstraße o.Nr. ohne Nr.	53.595327	9.984309
20728	Goernebrücke o.Nr.	53.588249	9.997329
20787	Meenkbrücke o.Nr.	53.598785	9.991409
20788	Meenkwiese o.Nr. gegenüber von Nr. 1	53.597678	9.990425
20843	Heilwigstraße o.Nr.	53.59153	9.994793
20870	Tewessteg o.Nr. auf der Höhe von Nr. 4	53.593118	9.992325
20875	Leinpfad o.Nr.	53.59028	9.997296
20884	Am Licentiatenberg o.Nr.	53.614467	9.98306
20886	Frustbergstraße o.Nr. Ecke Schrödersweg	53.608336	9.973939
20891	Borsteler Chaussee o.Nr.	53.603862	9.986604
20963	Birkenau o.Nr.	53.568359	10.025848
20969	Hofwegbrücke o.Nr.	53.573123	10.015237
20975	Immenhof o.Nr. auf der Höhe von Nr. 10	53.567169	10.027084
21046	Hohenfelder Brücke o.Nr.	53.563107	10.015869
21047	Schwanenwik o.Nr.	53.564686	10.015326
21100	Mühlenkampbrücke o.Nr.	53.579403	10.013281
21206	Bruno-Georges-Platz 2|Carl-Cohn-Straße o.Nr.	53.603203	10.010916
21236	Eilenau o.Nr.	53.566151	10.025954
21238	Barcastraße o.Nr.	53.562842	10.016394
21239	Schwanenwik o.Nr.	53.564348	10.015984
21300	Alsterkrugchaussee o.Nr. zwischen Nr. 262 und Nr. 268	53.607404	10.001553
21313	Leinpfadbrücke o.Nr.	53.592831	9.99486
21314	Leinpfad o.Nr.	53.590327	9.998905
21353	Alsterdorfer Markt o.Nr.	53.613117	10.023592
21374	Carl-Cohn-Straße o.Nr.	53.605124	10.006722
21405	Skagerrakbrücke o.Nr.	53.611452	10.009034
21506	Bebelallee o.Nr. östlich der Straße	53.596741	9.994996
21509	Bei der Matthäuskirche o.Nr.|Gottschedstraße o.Nr.	53.588926	10.010569
21516	Bellevuebrücke o.Nr.	53.582638	10.002786
21520	Borgweg o.Nr. auf der Höhe von Nr. 20	53.590794	10.015861
21677	Bei der St. Gertrudkirche o.Nr.|Immenhof o.Nr.	53.56736	10.02796
21682	Kuhmühlenbrücke o.Nr.	53.565803	10.024675
21683	Eilenau o.Nr.	53.56632	10.028198
21684	Langenzugbrücke o.Nr.	53.57743	10.010038
21694	Mundsburger Brücke o.Nr.	53.565637	10.019847
21747	Funhofweg o.Nr. Garagen neben Nr. 012	53.603172	10.044099
21864	Klärchenbrücke o.Nr.	53.587957	9.998853
21878	Krugkoppelbrücke o.Nr.	53.579926	9.999105
21951	Poelchaukampbrücke o.Nr.	53.581648	10.01032
21970	Saarlandbrücke o.Nr.	53.592755	10.032333
22022	Stadthallenbrücke o.Nr.	53.591713	10.031451
22023	Südring o.Nr.	53.594798	10.017985
22053	City Nord (Bürohaus PB- Verwaltung)	53.60105	10.026614
22108	Wiesendamm o.Nr. auf der Höhe von Nr. 124|Wiesendammbrücke o.Nr.	53.589337	10.020318
22109	Wiesenstieg o.Nr.	53.590435	10.02005
22147	Mundsburger Damm o.Nr.	53.569323	10.02739
22148	Mundsburger Damm o.Nr.	53.565623	10.02073
22244	Schürbeker Bogen o.Nr.	53.568888	10.026647
22245	Schürbeker Straße o.Nr.	53.566151	10.025954
22246	Schürbeker Straße o.Nr.	53.567991	10.025757
22257	Schwanenwikbrücke o.Nr.	53.565531	10.016817
22274	Wartenaubrücke o.Nr.	53.566597	10.031579
22301	Uhlandstraße o.Nr.	53.566151	10.025954
22308	Immenhof o.Nr.	53.566711	10.028221
22314	Flachsland o.Nr.	53.583896	10.046011
22319	Klinikweg o.Nr. auf der Höhe von Nr. 23	53.573457	10.036585
22362	Weidestraße o.Nr. Ecke Biedermannplatz, gegenüber von Elsastraße 2	53.580146	10.033796
22385	Lentersweg o.Nr. auf der Höhe von Nr. 2	53.637999	10.02436
22386	Ohkamp o.Nr. auf der Höhe von Nr. 38 a	53.637868	10.024932
22390	Kurzer Kamp o.Nr. auf der Höhe von Nr. 2-6	53.637846	10.029811
22391	Kurzer Kamp o.Nr. auf der Höhe von Nr. 2-6	53.637937	10.029979
22392	Boysenkamp o.Nr. auf der Höhe von Nr. 8	53.637784	10.031453
22393	Boysenkamp o.Nr. auf der Höhe von Nr. 8	53.637626	10.031459
22420	Wandsbeker Chaussee o.Nr. östlich von Nr. 182, in der Anlage Jakobipark	53.567243	10.053454
22422	Wandsbeker Chaussee o.Nr. östlich von Nr. 182, in der Anlage Jakobipark	53.568081	10.053244
22433	Bredeneschteich	53.671055	10.122915
22591	Dehnhaide o.Nr. auf der Höhe von Nr. 161	53.579912	10.056264
22595	Kraepelinweg o.Nr. auf der Höhe von Nr. 3	53.579791	10.049937
22858	Eilbektal o.Nr.	53.575271	10.057568
23058	Nehusweg o.Nr. östlich der Straße	53.48875	9.940108
23072	Overwerder Hauptdeich o.Nr.|Overwerder Hauptdeich o.Nr. ohne Nr.	53.432661	10.111141
23073	Neuengammer Hauptdeich o.Nr.	53.414511	10.25042
23198	Saarlandstraße 37|Wiesendamm o.Nr. gegenüber von Nr. 13	53.58896	10.03259
23210	Schleidenbrücke o.Nr.		
23211	Schleidenbrücke o.Nr.	53.584796	10.033663
23242	Wacholderweg o.Nr.	53.631582	10.024701
23243	Robert-Schuman-Brücke o.Nr. auf der Höhe von Nr. 3	53.572931	10.071855
23251	Wandsbeker Marktplatz o.Nr.	53.571662	10.067347
23256	Am Hohen Hause o.Nr.	53.592282	10.114067
23258	Am Hohen Hause o.Nr.	53.592329	10.112203
23263	Eilbeker Weg o.Nr. auf der Höhe von Nr. 199	53.574397	10.058749
23264	Jüdischer Friedhof Königsreihe	53.575039	10.067491
23265	Robert-Schuman-Brücke o.Nr. gegenüber von Nr. 3	53.57259	10.070141
23294	Salomon-Heine-Weg o.Nr.	53.601002	9.987105
23295	Meenkwiese o.Nr. nördlich der Meenckwiese und der Meenckbrücke	53.600753	9.991455
23301	Alter Teichweg o.Nr. nördlich des Alten Teichwegs, westlich der Krausestraßenbrücke	53.583123	10.053374
23302	Leinpfad o.Nr.|Leinpfad o.Nr. Höhe Nr. 107	53.592163	9.995607
23305	Eilenau o.Nr.	53.566151	10.025954
23310	Kellinghusenstraße o.Nr.	53.589235	9.991656
23312	Borgweg o.Nr.	53.590783	10.015903
23321	Bergstedter Markt o.Nr.	53.670796	10.123517
23322	Wohldorfer Damm o.Nr. Ecke Volksdorfer Damm	53.671519	10.125221
23323	Wohldorfer Damm o.Nr. östlich von Nr. 8, auf dem alten Friedhof, östlich der Kirche	53.672305	10.126918
23324	Iloh o.Nr. neben Nr. 1 a	53.683052	10.117623
23325	Alte Mühle o.Nr. südöstlich der Straße	53.668702	10.110229
23327	Alte Mühle o.Nr.	53.670132	10.108582
23330	Rockenhof o.Nr. nördlich von Nr. 5	53.650831	10.164902
23334	Eulenkamp o.Nr. an der Einmündung Elsässer Straße	53.579181	10.06491
23342	Gedenkanlage Wilsonstraße	53.583775	10.13407
23596	Fuhlsbüttler Straße o.Nr. auf der Höhe von Nr. 27	53.587049	10.046339
23597	Krüsistraße o.Nr. Südseite der Straße	53.587773	10.042894
23598	Pestalozzistraße o.Nr. Südseite der Straße	53.587559	10.04498
23652	Erdkampsweg o.Nr. neben Nr. 104	53.634089	10.018791
23805	Am Hasenberge o.Nr.|Hasenbergbrücke o.Nr.	53.622652	10.028432
23809	Weg beim Jäger o.Nr. auf der Höhe von Nr. 193	53.623083	9.994366
23811	Brombeerweg o.Nr.	53.630942	10.029986
23813	Kurzer Kamp o.Nr. auf der Höhe von Nr. 32/ 34	53.636893	10.032813
23814	Kurzer Kamp o.Nr. Ecke Hummelsbütteler Hauptstraße	53.636775	10.033642
23818	Fuhlsbüttler Straße o.Nr. nördlich Kerbelweg 27/31	53.613037	10.041638
23819	Eulenkamp o.Nr. Ecke Kolpingweg	53.580049	10.066233
23820	Eulenkamp o.Nr.	53.579974	10.066132
23821	Eulenkamp o.Nr.	53.579616	10.065581
23832	Berner Heerweg o.Nr. Höhe Nr. 372	53.626658	10.138885
23846	Rodigallee o.Nr. auf dem Gelände der Universität der Bundeswehr	53.569989	10.113937
23849	Denksteinweg o.Nr. an der Ecke Bei den Höfen	53.57277	10.131975
24158	Fassbinderweg o.Nr.|Feilenhauerweg o.Nr.|Henny-Schütz-Allee o.Nr.|Jütlandring o.Nr.|Ochsenstieg o.Nr.	53.67207	10.007585
24167	Kastanienplatz	53.657898	10.022722
24246	Bert-Kaempfert-Platz o.Nr.	53.585402	10.045117
24248	Borsteler Chaussee o.Nr.	53.607768	9.976985
24276	Bergstedter Markt o.Nr. bei Nr. 3	53.670571	10.123252
24277	Bergstedter Markt o.Nr.	53.670957	10.123059
24338	Nehusweg o.Nr. südöstlich von Nr. 7	53.488852	9.940018
24354	Moorburger Elbdeich o.Nr. gegenüber Nr. 398	53.499348	9.896317
24355	Moorburger Elbdeich o.Nr. westlich von Nr. 424	53.49907	9.892207
24404	Hohe Liedt o.Nr.|Neubergerweg o.Nr.	53.669296	10.019604
24409	Winterhuder Weg o.Nr. nördlich von Nr. 130 und 132	53.578513	10.017429
24426	Tarpenbekstraße o.Nr. Ecke Nedderfeld	53.6027	9.982271
24428	Schmuggelstieg o.Nr.	53.681514	9.999659
24430	Jersbeker Weg o.Nr.	53.681987	10.043455
24432	Hohe Liedt o.Nr. nördlich der Straße Hattsmoor	53.670874	10.03566
24433	Harnacksweg o.Nr.	53.664314	10.035168
24434	Weg Nr. 651 o.Nr.	53.655751	10.034421
24435	Weg Nr. 651 o.Nr.	53.655436	10.034803
24436	Weg Nr. 651 o.Nr.	53.654908	10.034795
24437	Weg Nr. 651 o.Nr.	53.654555	10.034274
24438	Raakmoorgrund o.Nr.	53.652243	10.034056
24440	Ohkamp o.Nr. südlich der Kreuzung Flughafen Straße	53.639625	10.020209
24444	Tarpenbekstraße o.Nr.	53.601411	9.984757
24445	Eppendorfer Landstraße o.Nr.	53.591146	9.986034
24446	Lattenkampstieg o.Nr.	53.597423	9.995085
24448	Schleidenbrücke o.Nr.		
24450	Leinpfad o.Nr.	53.590033	9.993483
24474	Friedrich-Ebert-Damm o.Nr. gegenüber 245	53.591512	10.108535
24486	Willöperstraße o.Nr.	53.583611	10.105767
24541	Wandsbeker Chaussee o.Nr. in der Anlage Jacobipark, östlich von Nr. 182	53.567403	10.047601
24546	Robert-Schuman-Brücke o.Nr. auf der Höhe von Nr. 3	53.573201	10.072048
24547	Robert-Schuman-Brücke o.Nr. auf der Höhe von Nr. 3	53.57324	10.071693
24553	Robert-Schuman-Brücke o.Nr. auf der Höhe von Nr. 3	53.5732	10.071591
24593	Sonnenweg o.Nr. gegenüber von Nr. 90	53.594639	10.121486
24594	Kupferdamm o.Nr.	53.594449	10.119751
24595	Kupferdamm o.Nr.	53.594152	10.119092
24598	Berner Heerweg o.Nr. auf der Höhe von Nr. 185	53.608239	10.119634
24606	Eckerkoppel o.Nr. gegenüber von Nr. 152	53.597024	10.100076
24607	Traberweg o.Nr. westlich von Nr. 13	53.598174	10.098343
24612	Saselheider Weg o.Nr. hinter Nr. 37	53.633372	10.132208
24616	Berner Heerweg o.Nr. östlich von 344	53.623259	10.131094
24620	Am Hohen Hause o.Nr.	53.592238	10.114251
24697	Rantzaustraße o.Nr. im Wandsbeker Gehölz	53.570973	10.073761
24698	Am Husarendenkmal o.Nr. in der Grünanlage	53.564194	10.073965
24699	Am Husarendenkmal o.Nr. in der Grünanlage	53.564377	10.074565
25178	Schiffswasser	53.4872	10.208889
25439	Duvenstedter Damm o.Nr. neben Nr. 29	53.707057	10.111136
25441	Tangstedter Weg o.Nr. Ecke Lohe	53.710618	10.106182
25443	Farkenwisch o.Nr. bei Nr. 22/ 24	53.709188	10.110546
25447	Ole Boomgaarden o.Nr. auf dem Waldfriedhof Wohldorf	53.70808	10.155633
25958	Weiße Rose o.Nr. auf der Höhe von Nr. 19	53.648309	10.163847
25973	Kirchenstegel o.Nr. bei Nr. 11, nahe dem Friedhofseingang	53.428902	10.269517
25976	Kirchenstegel o.Nr. auf dem Friedhof	53.429648	10.269498
25990	Bergedorfer Schloßstraße o.Nr.  im Schlossgarten	53.488852	10.212957
25998	Kaiser-Wilhelm-Platz o.Nr.	53.488625	10.212843
26020	Moorwerder Osterdeich o.Nr.	53.466308	10.058352
26021	Moorwerder Süderdeich o.Nr.	53.473705	10.045258
26027	Veringkanal	53.50181	9.981475
26028	Veringkanal	53.503973	9.984381
26029	Äußerer Schmidtkanal	53.496909	9.985165
26031	Moorwerder Wettern	53.473004	10.050237
26032	Moorwerder Schleusengraben	53.471436	10.058065
26115	Berner Gutsweg o.Nr.	53.627343	10.132958
26119	Berner Gutsweg o.Nr.	53.626565	10.134032
26120	Carsten-Rehder-Straße o.Nr. gegenüber der Einmündung der Buttstraße	53.544929	9.948373
26126	Steilshooper Allee o.Nr.	53.607514	10.094713
26128	Neusurenland o.Nr.	53.613813	10.101751
26129	Tegelweg o.Nr.	53.612565	10.098506
26213	Allermöher Deich o.Nr. bei Nr. 97	53.48274	10.128359
26214	Allermöher Deich o.Nr. bei Nr. 97	53.482199	10.128538
26217	Allermöher Deich o.Nr. bei Nr. 97	53.48242	10.128405
26220	Billwerder Billdeich o.Nr. gegenüber Nr. 72	53.520741	10.119902
26221	Billwerder Billdeich o.Nr. gegenüber Nr. 72	53.520365	10.120261
26242	Herzog-Carl-Friedrich-Platz o.Nr.	53.490852	10.207582
26246	Lohbrügger Kirchstraße o.Nr. auf dem Friedhof	53.497943	10.199633
26247	Lohbrügger Kirchstraße o.Nr.	53.498027	10.200231
26248	Lohbrügger Kirchstraße o.Nr. auf dem Friedhof	53.498324	10.201315
26255	Harburger Rathausplatz o.Nr.	53.458993	9.979841
26369	Elbberg o.Nr.	53.544993	9.931949
26372	Im Gehölz o.Nr.	53.577743	9.959523
26373	Harvestehuder Weg o.Nr.	53.579961	9.997207
26374	Horner Landstraße o.Nr.	53.552093	10.074936
26375	Grotiusweg o.Nr.	53.567422	9.764465
26381	Am Pulverhof o.Nr.	53.595906	10.135927
26382	Beselerplatz o.Nr.	53.560173	9.887844
26506	Rahlstedter Bahnhofstraße o.Nr.	53.599797	10.153873
26546	Josthöhe o.Nr. zwischen Nr. 60 und 80	53.637562	10.045447
26547	Josthöhe o.Nr. östlich von Nr. 46	53.63809	10.04697
26548	Josthöhe o.Nr. östlich von Nr. 44	53.638313	10.04699
26551	August-Krogmann-Straße 103|August-Krogmann-Straße 105|August-Krogmann-Straße 107|August-Krogmann-Straße 109|August-Krogmann-Straße 111|August-Krogmann-Straße 113	53.614489	10.114218
26666	Altengammer Hausdeich o.Nr.	53.428975	10.249868
26672	Kirchenstegel o.Nr. bei Nr. 13	53.429548	10.269716
26715	Großneumarkt o.Nr. vor Nr. 53	53.5503	9.98035
26744	Im Regestall o.Nr. Beim Waldfriedhof Volksdorf.	53.671048	10.160409
26745	Im Regestall o.Nr. Beim Waldfriedhof Volksdorf.	53.670534	10.160054
26746	Im Regestall o.Nr. Beim Waldfriedhof Volksdorf.	53.670609	10.159069
26747	Im Regestall o.Nr. Auf dem Waldfriedhof Volksdorf.	53.669624	10.158842
26748	Im Regestall o.Nr. Auf dem Waldfriedhof Volksdorf.	53.669929	10.155771
26762	Waldweg o.Nr. bei Nr. 183	53.653934	10.140351
26770	Kirchwerder Elbdeich o.Nr. südwestlich von Nr. 120	53.401165	10.168334
26793	Adolf-von-Elm-Hof o.Nr.	53.457349	9.959256
26852	Up de Worth o.Nr.	53.640842	10.074892
26859	Wellingsbüttler Weg o.Nr. bei Nr. 75a/ 75b	53.643505	10.073183
26860	Rabenhorst o.Nr. neben Nr. 13	53.641325	10.086915
26867	Mellingburgredder o.Nr. östlich von Nr. 1	53.669709	10.098955
26880	Saseler Chaussee o.Nr. am Saseler Parkweg	53.655991	10.109386
26884	Steinwegenskoppel 10b|Steinwegenskoppel o.Nr.	53.652703	10.139076
26886	Heidloge o.Nr. westlich der Straße	53.642594	10.142666
26887	Andreasweg o.Nr. nördlich von Nr. 15	53.64077	10.142573
26901	Kritenbarg o.Nr. auf der Höhe von Nr. 8	53.652936	10.088213
26904	Poppenbüttler Markt o.Nr. bei Nr. 2	53.658763	10.086217
26987	Kanzlershof o.Nr. gegenüber Nr. 52	53.441214	10.011331
27036	Ole Boomgaarden o.Nr. auf dem Waldfriedhof Wohldorf	53.707525	10.154722
27038	Duvenstedter Triftweg o.Nr. Duvenstedter Brook. Beim Fuchsberg.	53.722959	10.153867
27039	Duvenstedter Triftweg o.Nr. Duvenstedter Brook.	53.721379	10.162415
27040	Duvenstedter Triftweg o.Nr. nordwestlich der Straße	53.716417	10.154275
27041	Duvenstedter Triftweg o.Nr.	53.71519	10.154306
27042	Duvenstedter Triftweg o.Nr.	53.718285	10.161322
27043	Moordamm (Hoisbüttel), nordöstliche Ecke	53.709983	10.177988
27044	Bredenbekkamp o.Nr.	53.682043	10.15067
27046	Brandheide o.Nr.	53.688348	10.155209
27047	Brandheide o.Nr.	53.688403	10.155795
27048	Brandheide o.Nr.	53.68849	10.155905
27049	Brandheide o.Nr.	53.688843	10.155704
27050	Mühlenbrook o.Nr.	53.689583	10.157471
27051	Mühlenbrook o.Nr.	53.689407	10.157394
27052	Mühlenbrook o.Nr.	53.689438	10.158266
27053	Mühlenbrook o.Nr.	53.690185	10.158764
27054	Mühlenbrook o.Nr.	53.690258	10.158916
27078	Bergstedter Ortskern		
27092	Rodenbeker Straße o.Nr.	53.672022	10.123084
27093	Bergstedter Chaussee o.Nr. nördlich von Nr. 251	53.677044	10.143373
27100	Woold o.Nr.	53.669583	10.125112
27150	Curslacker Heerweg o.Nr. nördlich von Nr. 5	53.449719	10.230171
27172	Curslacker Deich o.Nr. bei Nr. 142	53.449028	10.228015
27188	Hofanlage Altengammer Elbdeich 166	53.428066	10.272496
27199	Horster Damm o.Nr. gegenüber von Nr. 351	53.46628	10.258909
27205	Altengammer Hausdeich o.Nr. nördlich Nr. 38a-84	53.428444	10.25116
27206	Moorburger Straße 16 Haus 073	53.475144	9.949944
27215	Bessenkamp o.Nr. gegenüber von Nr. 43	53.585498	10.187032
27217	Berner Brücke o.Nr. bei Nr. 4	53.628117	10.14248
27218	Meiendorfer Weg o.Nr. auf der Höhe von Nr. 70	53.636862	10.162495
27279	Altengammer Hausdeich o.Nr.	53.428444	10.25116
27298	Altrahlstedter Stieg o.Nr.|Anny-Tollens-Weg o.Nr.	53.598729	10.150037
27312	Ahrensburger Weg o.Nr. östlich von Nr. 136	53.658266	10.187501
27313	Ahrensburger Weg o.Nr. bei Nr. 140	53.658631	10.187796
27314	Ahrensburger Weg o.Nr. östlich von Nr. 143	53.659781	10.186845
27317	Ahrensburger Weg o.Nr. östlich von Nr. 136	53.658257	10.187506
27318	Moorbekweg o.Nr.	53.66339	10.183779
27319	Im Ulenbusch o.Nr.	53.667658	10.168608
27320	Im Regestall o.Nr. Beim Lottbeker Teich.	53.670942	10.161073
27322	Im Regestall o.Nr. Beim Lottbeker Teich.	53.670857	10.160953
27373	Im Alten Dorfe o.Nr.	53.648978	10.167331
27374	Im Alten Dorfe o.Nr.	53.648918	10.167424
27376	Schmalenremen o.Nr. auf dem Waldfriedhof, im Innenhof der Kapelle	53.668277	10.160499
27377	Wiesenhöfen o.Nr.	53.648918	10.167424
27378	Wiesenhöfen o.Nr.	53.648978	10.167331
27408	Im Regestall o.Nr.	53.664322	10.155796
27423	Am Friedhof o.Nr. auf der Höhe von Nr. 10	53.594952	10.153922
27443	Meiendorfer Straße  o.Nr., gegenüber Nr. 180	53.630742	10.182064
27458	Kirchenstegel o.Nr.	53.428713	10.269828
27461	Dove-Elbe		
27466	Reinbeker Weg o.Nr.|Sichter o.Nr.	53.48834	10.216408
27475	Tonndorfer Weg o.Nr.	53.596284	10.139933
27476	Birrenkovenallee o.Nr. südlich der Straße	53.608292	10.159061
27480	Mühlenbrook o.Nr.	53.690532	10.158946
27481	Im Regestall o.Nr. Unter der Lottbek.	53.670916	10.161592
27483	Alte Mühle o.Nr. bei Nr. 34	53.671026	10.108932
27484	Rabenhorst o.Nr. in der Grünanlage bei Nr. 13	53.641283	10.084649
27485	Claus-Ferck-Straße 1|Claus-Ferck-Straße 1a|Weiße Rose o.Nr.	53.648546	10.164197
27486	Ölmühlenweg o.Nr. zwischen Nr. 33a und 33b	53.582661	10.100058
27487	Josthöhe o.Nr. zwischen Nr. 92 und 98	53.637249	10.044212
27488	Josthöhe o.Nr. zwischen Nr. 59a und 67	53.637061	10.045435
27506	Am Soldatenfriedhof 21	53.462623	9.976279
27513	Dampfschiffsweg o.Nr.|Harburger Binnenhafen	53.473119	9.986092
27558	Neuengammer Hinterdeich o.Nr. ohne Nr.|Reitbrooker Hinterdeich o.Nr. ohne Nr.	53.456118	10.160063
27559	Neuengammer Hausdeich o.Nr. nördlich von Nr. 649	53.465475	10.172734
27561	Kraueler Hauptdeich o.Nr. nordöstlich von Nr. 261	53.403479	10.242808
27573	Jean-Dolidier-Weg o.Nr. bei Nr. 39	53.434425	10.233103
27574	Jean-Dolidier-Weg o.Nr. bei Nr. 39, hinter der Denkmalanlage für die KZ-Opfer	53.434499	10.233055
27582	Neuengammer Hausdeich o.Nr. bei Nr. 201	53.444082	10.230447
27585	Karkenstegel o.Nr. bei Nr. 5	53.44465	10.221495
27586	Karkenstegel o.Nr. bei Nr. 5	53.444859	10.221734
27591	Kraueler Hauptdeich o.Nr. südlich Nr. 115	53.397987	10.222034
27592	Kuwerdamm o.Nr.	53.427649	10.119759
27624	Norderquerweg o.Nr. bei Nr. 1	53.437155	10.188235
27632	Kirchenheerweg o.Nr. nördlich von Nr. 10	53.419059	10.199771
27633	Kirchenheerweg o.Nr. nördlich von Nr. 10	53.419113	10.199827
